Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-July-2018,3629.25,3695.00,3570.50,3592.15,3597.199320738696667374,28266,2366,101678436.00,11205,39.64,124.50,-37.10
9-July-2018,3690.00,3690.00,3608.30,3622.20,3635.429441811803803310,16249,1254,59072093.00,6170,37.97,81.70,-67.80
6-July-2018,3518.00,3665.00,3489.65,3636.70,3623.324730933919685221,43205,3745,156545745.00,14828,34.32,175.35,118.70
5-July-2018,3484.65,3517.20,3458.95,3502.70,3495.256527018822100789,13176,1752,46053500.00,4905,37.23,58.25,18.05
4-July-2018,3450.00,3480.00,3417.40,3468.45,3453.082627641206939077,12163,1060,41999844.00,2664,21.90,62.60,18.45
3-July-2018,3450.00,3483.80,3444.00,3453.50,3463.925650557620817843,15871,1241,54975964.00,3456,21.78,39.80,3.50
2-July-2018,3819.00,3819.00,3394.80,3413.60,3464.623498531897855681,22478,1866,77877807.00,5919,26.33,424.20,-405.40
29-June-2018,3528.60,3531.00,3460.00,3472.05,3491.975913470278131248,11002,1365,38418719.00,4775,43.40,71.00,-56.55
28-June-2018,3522.20,3545.30,3476.60,3513.85,3507.894747274529236868,15135,1745,53091987.00,6327,41.80,68.70,-8.35
27-June-2018,3609.00,3609.00,3522.05,3538.05,3544.682763657610283377,34230,1984,121334491.00,25597,74.78,86.95,-70.95
26-June-2018,3573.00,3577.10,3536.45,3567.60,3556.577970297029702970,12120,1516,43105725.00,3925,32.38,40.65,-5.40
25-June-2018,3640.10,3640.10,3571.05,3585.15,3588.944878148123005905,14731,1656,52868747.00,5190,35.23,69.05,-54.95
22-June-2018,3620.00,3650.05,3602.15,3640.10,3628.845604979505085775,13174,1467,47806412.00,4502,34.17,47.90,20.10
21-June-2018,3660.00,3673.70,3621.00,3631.55,3647.575416968817984046,8274,557,30180039.00,1614,19.51,52.70,-28.45
20-June-2018,3655.00,3675.60,3643.90,3658.05,3657.294063717625487050,8726,568,31913548.00,1859,21.30,31.70,3.05
19-June-2018,3671.00,3671.00,3625.50,3655.65,3645.309184438966884578,9331,632,34014380.00,2052,21.99,45.50,-15.35
18-June-2018,3676.40,3698.20,3655.05,3668.70,3674.164523388522745539,12442,776,45713955.00,2547,20.47,43.15,-7.70
15-June-2018,3720.60,3720.60,3655.00,3689.15,3678.528002835730200526,19748,686,72643571.00,11234,56.89,65.60,-31.45
14-June-2018,3694.75,3706.75,3632.95,3684.10,3688.937791701297870980,15641,528,57698676.00,10719,68.53,73.80,-10.65
13-June-2018,3672.05,3715.00,3672.05,3698.90,3697.372910172853499574,21174,689,78288174.00,15916,75.17,42.95,26.85
12-June-2018,3612.05,3715.00,3602.55,3688.75,3656.471239592578504712,23661,1571,86515766.00,11606,49.05,112.45,76.70
11-June-2018,3676.00,3677.40,3602.50,3612.55,3623.708185053380782918,9554,589,34620908.00,3723,38.97,74.90,-63.45
8-June-2018,3650.00,3655.00,3608.00,3634.40,3631.743102668475802804,8844,706,32119136.00,3512,39.71,47.00,-15.60
7-June-2018,3660.00,3680.00,3629.25,3657.05,3652.817973542236346168,13531,1338,49426280.00,4710,34.81,50.75,-2.95
6-June-2018,3622.75,3652.00,3599.10,3638.90,3620.700232852181773452,174789,1038,632858573.00,166181,95.08,52.90,16.15
5-June-2018,3612.00,3629.00,3569.00,3608.65,3583.063370745308613531,425354,1123,1524070337.00,418119,98.30,60.00,-3.35
4-June-2018,3641.00,3678.05,3599.75,3612.00,3627.666777703753053519,18012,1633,65341534.00,4318,23.97,78.30,-29.00
1-June-2018,3547.00,3633.25,3547.00,3623.75,3608.901589989650954934,21258,1876,76718030.00,2604,12.25,86.25,76.75
31-May-2018,3575.00,3620.90,3500.00,3547.25,3550.875645314500474951,24213,1790,85977352.00,10332,42.67,120.90,-27.75
30-May-2018,3613.10,3624.00,3530.10,3606.85,3584.844746415578857265,9346,965,33503959.00,2102,22.49,93.90,-6.25
29-May-2018,3660.00,3660.00,3565.60,3612.35,3599.785156679494227597,9095,782,32740046.00,3277,36.03,94.40,-47.65
28-May-2018,3556.10,3621.85,3538.45,3596.85,3586.723516829899808623,8883,1007,31860865.00,2022,22.76,83.40,40.75
25-May-2018,3473.15,3573.30,3464.70,3550.70,3545.196910185912542550,22914,962,81234642.00,14600,63.72,108.60,77.55
24-May-2018,3487.60,3500.80,3451.15,3486.25,3472.740228348076527463,19444,905,67523961.00,12350,63.52,49.65,-1.35
23-May-2018,3480.00,3486.95,3453.00,3482.15,3477.286627335299901671,6102,833,21218403.00,2850,46.71,33.95,2.15
22-May-2018,3465.00,3520.00,3410.00,3509.30,3498.880300922347606533,19407,1209,67902770.00,7042,36.29,110.00,44.30
21-May-2018,3570.00,3573.30,3470.00,3495.00,3499.929189146302761028,25208,1683,88226215.00,14243,56.50,103.30,-75.00
18-May-2018,3549.75,3567.45,3538.35,3561.75,3556.431257344300822561,9361,1728,33291753.00,5132,54.82,29.10,12.00
17-May-2018,3597.00,3686.00,3535.90,3554.45,3558.396906043831045726,13187,1303,46924580.00,4915,37.27,150.10,-42.55
16-May-2018,3617.10,3635.00,3500.00,3576.40,3554.390379131904108142,18938,2000,67313045.00,4601,24.30,135.00,-40.70
15-May-2018,3646.35,3661.75,3635.00,3653.25,3652.141313083269095143,60971,1394,222674708.00,50192,82.32,26.75,6.90
14-May-2018,3645.00,3657.50,3620.60,3649.35,3647.816025838761771697,110222,1142,402069578.00,103647,94.03,36.90,4.35
11-May-2018,3630.30,3643.50,3592.95,3616.15,3610.661150152451451957,61331,868,221445459.00,55239,90.07,50.55,-14.15
10-May-2018,3655.15,3664.00,3625.45,3643.25,3644.572536766686419221,18563,1604,67654200.00,6323,34.06,38.55,-11.90
9-May-2018,3670.00,3685.55,3638.05,3657.35,3659.329302402105955906,121560,3145,444828070.00,105666,86.92,47.50,-12.65
8-May-2018,3652.85,3674.40,3645.00,3656.65,3658.104174466491950580,10684,821,39083185.00,5103,47.76,29.40,3.80
7-May-2018,3650.00,3675.00,3625.85,3655.05,3668.329858493920216170,70315,1041,257938614.00,63661,90.54,49.15,5.05
4-May-2018,3657.00,3669.95,3648.05,3659.80,3659.800875801668850424,58004,665,212283090.00,55337,95.40,21.90,2.80
3-May-2018,3670.00,3683.00,3640.00,3657.10,3663.701884552604243953,13478,1530,49379374.00,4792,35.55,43.00,-12.90
2-May-2018,3769.00,3775.00,3642.10,3662.30,3707.669335391144979261,41468,4439,153749632.00,10985,26.49,132.90,-106.70
30-April-2018,3728.70,3748.45,3717.50,3733.70,3731.604856259305921429,8731,614,32580642.00,4838,55.41,30.95,5.00
27-April-2018,3786.60,3786.60,3703.50,3715.00,3744.756820812434547759,36286,996,135882246.00,27725,76.41,83.10,-71.60
26-April-2018,3718.15,3785.00,3660.00,3756.90,3710.332340052585451358,11410,1515,42334892.00,4508,39.51,125.00,38.75
25-April-2018,3755.00,3755.00,3703.05,3717.90,3719.379531446749287560,60356,1039,224486871.00,51947,86.07,51.95,-37.10
24-April-2018,3770.00,3770.00,3710.00,3719.60,3721.700145296040682891,5506,524,20491681.00,2077,37.72,60.00,-50.40
23-April-2018,3744.80,3744.80,3695.00,3717.75,3712.493803000652315720,6132,617,22765012.00,2277,37.13,49.80,-27.05
20-April-2018,3733.90,3778.60,3695.00,3744.80,3732.278502213183395142,8359,659,31198116.00,4132,49.43,83.60,10.90
19-April-2018,3755.10,3766.65,3712.75,3729.25,3738.082519531250000000,6144,541,22966779.00,1078,17.55,53.90,-25.85
18-April-2018,3786.65,3862.00,3730.00,3741.95,3755.001680436913597535,7141,727,26814467.00,2479,34.72,132.00,-44.70
17-April-2018,3820.95,3820.95,3760.00,3770.00,3782.398240333410511692,4319,432,16336178.00,1054,24.40,60.95,-50.95
16-April-2018,3750.00,3809.00,3721.60,3798.05,3790.110317460317460317,13860,969,52530929.00,3612,26.06,87.40,48.05
13-April-2018,3766.00,3769.65,3700.05,3729.50,3711.830659070715517691,38266,1016,142036912.00,33654,87.95,69.60,-36.50
12-April-2018,3758.60,3782.75,3731.10,3745.70,3752.975667857750553003,5877,704,22056238.00,1724,29.33,51.65,-12.90
11-April-2018,3750.00,3760.00,3686.00,3728.80,3702.739786664637317200,78843,709,291935113.00,71843,91.12,74.00,-21.20
10-April-2018,3800.00,3813.00,3704.05,3720.80,3733.362433606953162723,31065,1478,115976904.00,23947,77.09,108.95,-79.20
9-April-2018,3789.00,3804.00,3760.35,3788.30,3793.114919963757173059,6622,729,25118007.00,2206,33.31,43.65,-0.70
6-April-2018,3800.00,3800.00,3750.60,3782.40,3774.860969280991043776,11947,872,45098264.00,4433,37.11,49.40,-17.60
5-April-2018,3699.00,3800.00,3696.00,3784.15,3748.280895609188717650,34390,4341,128903380.00,10354,30.11,104.00,85.15
4-April-2018,3665.00,3693.00,3636.35,3669.95,3671.556936033966729310,28734,1761,105498517.00,16619,57.84,56.65,4.95
3-April-2018,3654.00,3684.60,3624.95,3640.30,3641.089057186325398245,89392,2025,325484233.00,70209,78.54,59.65,-13.70
2-April-2018,3510.00,3652.00,3510.00,3640.65,3591.415329326476237685,16139,1537,57961852.00,2576,15.96,142.00,130.65
28-March-2018,3450.00,3575.00,3440.05,3545.50,3511.037666632220729564,19354,1709,67952623.00,4186,21.63,134.95,95.50
27-March-2018,3528.60,3528.60,3440.00,3465.85,3463.281295614096058942,28774,1657,99652456.00,19250,66.90,88.60,-62.75
26-March-2018,3415.00,3491.90,3366.50,3481.00,3424.461725774225774225,16016,1556,54846179.00,6165,38.49,125.40,66.00
23-March-2018,3461.00,3461.00,3353.75,3414.65,3402.508175211263775485,147091,1965,500478330.00,133908,91.04,107.25,-46.35
22-March-2018,3472.35,3486.35,3440.00,3454.85,3459.802972523711743424,10227,1160,35383405.00,3151,30.81,46.35,-17.50
21-March-2018,3530.00,3530.00,3460.00,3469.35,3489.789709726234695281,72690,2697,253672814.00,57956,79.73,70.00,-60.65
20-March-2018,3510.00,3594.00,3500.00,3513.25,3513.899683210137275607,5682,787,19965978.00,2290,40.30,94.00,3.25
19-March-2018,3555.00,3555.70,3438.85,3512.40,3508.923443775100401606,15936,1276,55918204.00,6363,39.93,116.85,-42.60
16-March-2018,3643.50,3652.80,3529.35,3546.05,3587.423613239350291143,13052,1853,46823053.00,5818,44.58,123.45,-97.45
15-March-2018,3628.10,3686.70,3628.10,3643.20,3655.401982829108748977,9784,1041,35764453.00,2746,28.07,58.60,15.10
14-March-2018,3688.00,3688.00,3625.20,3635.45,3644.792248062015503875,9030,878,32912474.00,2877,31.86,62.80,-52.55
13-March-2018,3690.00,3728.00,3682.00,3701.30,3700.080863402061855670,9312,1039,34455153.00,2327,24.99,46.00,11.30
12-March-2018,3600.00,3709.80,3600.00,3685.80,3650.956149296349173975,14709,1270,53701914.00,5408,36.77,109.80,85.80
9-March-2018,3600.00,3665.45,3581.05,3587.00,3625.296474074074074074,16875,1471,61176878.00,3555,21.07,84.40,-13.00
8-March-2018,3562.45,3597.30,3543.20,3585.65,3568.276489808619884860,6427,806,22933313.00,3613,56.22,54.10,23.20
7-March-2018,3555.05,3571.00,3515.75,3562.10,3545.942398192884482650,15937,1838,56511684.00,10271,64.45,55.25,7.05
6-March-2018,3580.00,3594.75,3538.15,3569.90,3574.761610687503938496,15869,905,56727892.00,9123,57.49,56.60,-10.10
5-March-2018,3599.90,3599.90,3536.40,3557.60,3555.657907734861207152,40492,1977,143975700.00,27259,67.32,63.50,-42.30
1-March-2018,3620.00,3630.00,3566.10,3579.45,3578.400729828355183132,7399,597,26476587.00,3498,47.28,63.90,-40.55
28-February-2018,3553.00,3615.90,3539.30,3600.55,3596.007138657932308725,11907,1177,42817657.00,4715,39.60,76.60,47.55
27-February-2018,3586.00,3600.00,3545.70,3587.95,3576.393830334190231362,7780,832,27824344.00,2870,36.89,54.30,1.95
26-February-2018,3509.25,3549.95,3509.25,3540.35,3538.573458408056283625,14498,961,51302238.00,8295,57.21,40.70,31.10
23-February-2018,3450.00,3505.60,3450.00,3498.65,3488.753662691652470187,8805,715,30718476.00,2931,33.29,55.60,48.65
22-February-2018,3508.90,3508.90,3463.20,3482.35,3480.927591706539074960,9405,789,32738124.00,4507,47.92,45.70,-26.55
21-February-2018,3498.60,3508.05,3460.60,3490.40,3486.117374270408571200,12507,913,43600870.00,8470,67.72,47.45,-8.20
20-February-2018,3480.45,3516.65,3445.35,3483.90,3491.851692520253721032,31846,1721,111201509.00,21689,68.11,71.30,3.45
19-February-2018,3500.00,3514.40,3441.75,3460.15,3473.619924201407688142,9235,969,32078880.00,3332,36.08,72.65,-39.85
16-February-2018,3533.05,3557.85,3480.00,3493.10,3516.859298928919182083,10270,982,36118145.00,4370,42.55,77.85,-39.95
15-February-2018,3580.00,3580.00,3522.00,3533.15,3548.060689778094643971,11221,957,39812789.00,4378,39.02,58.00,-46.85
14-February-2018,3621.00,3626.90,3569.55,3599.85,3599.134163467840089879,10681,947,38442352.00,3544,33.18,57.35,-21.15
12-February-2018,3530.10,3658.45,3530.10,3619.35,3603.349756795422031473,17475,2619,62968537.00,8822,50.48,128.35,89.25
9-February-2018,3546.00,3577.00,3533.00,3546.05,3553.435480486781368023,9532,1949,33871347.00,4518,47.40,44.00,0.05
8-February-2018,3586.60,3615.70,3558.40,3585.25,3592.006179456460054227,15859,2094,56965626.00,7393,46.62,57.30,-1.35
7-February-2018,3606.00,3799.90,3546.00,3564.30,3579.724418714110891461,21246,1955,76054825.00,7141,33.61,253.90,-41.70
6-February-2018,3598.00,3598.00,3475.00,3542.65,3528.356521739130434782,21850,3335,77094590.00,5499,25.17,123.00,-55.35
5-February-2018,3624.00,3690.00,3388.00,3634.05,3590.495760375017234247,29012,3481,104167463.00,11400,39.29,302.00,10.05
2-February-2018,3734.40,3753.50,3615.05,3623.65,3680.306929277403442297,55951,4477,205916853.00,39789,71.11,138.45,-110.75
1-February-2018,3720.00,3743.95,3694.85,3734.40,3725.758037225042301184,22458,3270,83673074.00,8830,39.32,49.10,14.40
31-January-2018,3686.05,3745.50,3685.55,3691.60,3710.121493232947925069,22314,3471,82787651.00,7332,32.86,59.95,5.55
30-January-2018,3660.00,3697.00,3655.00,3688.50,3675.426100344140554247,22084,3290,81168110.00,8363,37.87,42.00,28.50
29-January-2018,3550.30,3654.00,3523.95,3640.00,3602.424623842592592592,20736,4218,74699877.00,10358,49.95,130.05,89.70
25-January-2018,3641.15,3656.20,3550.00,3569.60,3587.583545289384894887,19265,2589,69114797.00,7792,40.45,106.20,-71.55
24-January-2018,3606.00,3646.35,3600.05,3640.50,3627.486232075305709509,11367,1455,41233636.00,3123,27.47,46.30,34.50
23-January-2018,3585.10,3632.50,3585.10,3623.10,3622.125514569376059407,12389,1197,44874513.00,4253,34.33,47.40,38.00
22-January-2018,3603.20,3620.00,3589.90,3602.80,3605.007325112928824319,8191,641,29528615.00,2826,34.50,30.10,-0.40
19-January-2018,3592.20,3613.00,3555.05,3590.75,3577.672456309638683392,9327,1053,33368951.00,3277,35.13,57.95,-1.45
18-January-2018,3575.05,3642.00,3575.05,3592.20,3610.442979182217798789,36171,1045,130593333.00,25256,69.82,66.95,17.15
17-January-2018,3618.95,3618.95,3530.00,3566.05,3537.960205408620238163,225307,2539,797127200.00,212301,94.23,88.95,-52.90
16-January-2018,3630.00,3665.35,3586.55,3594.85,3612.601305250667457727,10113,777,36534237.00,4223,41.76,78.80,-35.15
15-January-2018,3695.00,3700.00,3611.05,3627.75,3635.942060146347653220,141854,1996,515772925.00,121038,85.33,88.95,-67.25
12-January-2018,3722.55,3727.25,3653.05,3685.80,3689.600579395256201339,11046,882,40755328.00,3665,33.18,74.20,-36.75
11-January-2018,3775.00,3775.00,3700.55,3706.00,3714.045783885071830106,16010,1108,59461873.00,7952,49.67,74.45,-69.00
10-January-2018,3750.00,3753.25,3718.25,3732.20,3729.851735563269170085,63380,1188,236398003.00,52870,83.42,35.00,-17.80
9-January-2018,3790.35,3802.90,3742.90,3751.85,3763.809359051985122394,11561,671,43513400.00,4994,43.20,60.00,-38.50
8-January-2018,3740.55,3800.00,3740.55,3790.35,3778.830756629466571106,9767,687,36907840.00,3384,34.65,59.45,49.80
5-January-2018,3740.00,3765.90,3726.10,3739.30,3738.213157325254273966,9242,677,34548566.00,3051,33.01,39.80,-0.70
4-January-2018,3755.00,3755.00,3720.00,3738.50,3731.604331823329558323,14128,1064,52720106.00,6860,48.56,35.00,-16.50
3-January-2018,3743.00,3768.85,3736.05,3751.45,3746.129658875552747946,25328,660,94881972.00,19530,77.11,32.80,8.45
2-January-2018,3780.50,3783.45,3723.05,3747.45,3751.008303332946231564,17222,1312,64599865.00,4947,28.72,60.40,-33.05
1-January-2018,3790.15,3806.85,3755.30,3768.80,3770.676585321600290302,11023,663,41564168.00,3889,35.28,51.55,-21.35
29-December-2017,3717.00,3807.30,3717.00,3786.30,3766.120129650887973529,14809,1184,55772473.00,5905,39.87,90.30,69.30
28-December-2017,3760.00,3788.00,3656.85,3713.50,3736.960278673182905271,28851,1542,107815041.00,12740,44.16,131.15,-46.50
27-December-2017,3808.00,3833.10,3756.25,3779.35,3789.550280981958000591,6762,694,25624939.00,2074,30.67,76.85,-28.65
26-December-2017,3787.00,3830.00,3746.60,3804.65,3783.833563726845452032,10851,922,41058378.00,2512,23.15,83.40,17.65
22-December-2017,3809.05,3833.95,3772.20,3785.95,3795.445851877211000798,17526,1151,66518984.00,3338,19.05,61.75,-23.10
21-December-2017,3790.00,3820.00,3765.45,3809.00,3798.874659514729916607,23863,2326,90652546.00,9259,38.80,54.55,19.00
20-December-2017,3703.10,3792.00,3700.00,3740.60,3766.754243750882643694,106215,2639,400085802.00,73259,68.97,92.00,37.50
19-December-2017,3530.00,3704.75,3530.00,3696.80,3634.216553978274105168,62414,2668,226825992.00,30751,49.27,174.75,166.80
18-December-2017,3500.00,3549.00,3438.00,3530.85,3499.802526708495845345,11794,1344,41276671.00,3301,27.99,111.00,30.85
15-December-2017,3478.00,3513.05,3469.15,3502.00,3489.524716786817713697,9710,1363,33883285.00,4321,44.50,43.90,24.00
14-December-2017,3423.00,3467.90,3418.85,3454.45,3441.432881830920130780,10705,725,36840539.00,4101,38.31,49.05,31.45
13-December-2017,3442.00,3487.75,3410.00,3421.85,3447.085858585858585858,12474,1170,42998949.00,2924,23.44,77.75,-20.15
12-December-2017,3504.00,3530.50,3434.00,3444.95,3470.759322033898305084,15045,2658,52217574.00,5757,38.27,96.50,-59.05
11-December-2017,3519.00,3547.20,3502.00,3514.55,3515.406678082191780821,8176,775,28741965.00,3035,37.12,45.20,-4.45
8-December-2017,3556.45,3564.60,3502.00,3513.05,3514.366622249141934181,123825,2063,435166447.00,109205,88.19,62.60,-43.40
7-December-2017,3502.60,3569.00,3502.60,3555.40,3548.592394145321484579,7652,661,27153829.00,2797,36.55,66.40,52.80
6-December-2017,3510.00,3519.00,3473.70,3500.35,3494.410500181664042630,16514,1764,57706695.00,5617,34.01,45.30,-9.65
5-December-2017,3580.10,3588.95,3513.05,3522.15,3533.953611163492362813,15909,2118,56221668.00,6096,38.32,75.90,-57.95
4-December-2017,3614.40,3626.85,3596.35,3605.60,3611.288979696079683309,7831,806,28280004.00,2713,34.64,30.50,-8.80
1-December-2017,3642.00,3680.00,3571.00,3606.95,3627.217284814555633310,17148,1444,62199522.00,11455,66.80,109.00,-35.05
30-November-2017,3650.00,3677.45,3636.00,3642.30,3651.099381361005787268,5011,470,18295659.00,1427,28.48,41.45,-7.70
29-November-2017,3665.55,3692.50,3647.00,3656.85,3671.178236149676054475,7563,833,27765121.00,3497,46.24,45.50,-8.70
28-November-2017,3640.10,3679.90,3640.10,3673.85,3669.671345995045417010,7266,608,26663832.00,3531,48.60,39.80,33.75
27-November-2017,3656.00,3670.10,3607.25,3654.70,3648.807869496261611660,13241,857,48313865.00,3064,23.14,62.85,-1.30
24-November-2017,3679.20,3694.90,3645.20,3654.65,3658.507592737868429900,35692,716,130579453.00,30807,86.31,49.70,-24.55
23-November-2017,3666.65,3693.00,3645.20,3679.10,3676.644225271583762149,6996,458,25721803.00,2286,32.68,47.80,12.45
22-November-2017,3699.90,3700.00,3644.50,3661.85,3672.849514979826594557,11649,1339,42785024.00,4068,34.92,55.50,-38.05
21-November-2017,3665.00,3692.95,3664.90,3680.50,3682.051686154889001864,5901,581,21727787.00,2032,34.43,28.05,15.50
20-November-2017,3605.50,3685.80,3605.50,3658.50,3653.970510173989973459,10173,1494,37171842.00,4162,40.91,80.30,53.00
17-November-2017,3666.00,3694.45,3625.00,3634.60,3654.407019818484904611,10798,1177,39460287.00,4081,37.79,69.45,-31.40
16-November-2017,3670.00,3686.75,3636.85,3661.60,3665.733370084527747151,10884,794,39897842.00,3788,34.80,49.90,-8.40
15-November-2017,3640.00,3709.95,3640.00,3675.50,3676.491876783322657660,17173,1512,63136395.00,6926,40.33,69.95,35.50
14-November-2017,3555.10,3660.00,3555.10,3653.65,3635.863131638236240746,12428,1042,45186507.00,2141,17.23,104.90,98.55
13-November-2017,3610.00,3627.75,3570.10,3583.50,3590.759391345696623870,10515,1924,37756835.00,5314,50.54,57.65,-26.50
10-November-2017,3591.15,3635.00,3555.00,3606.40,3591.557112278653434520,10278,1026,36914024.00,3338,32.48,80.00,15.25
9-November-2017,3636.00,3654.95,3592.00,3603.95,3616.958606801909307875,13408,1296,48496181.00,3203,23.89,62.95,-32.05
8-November-2017,3681.10,3715.00,3621.50,3632.00,3655.840628309212848570,11332,1147,41427986.00,4164,36.75,93.50,-49.10
7-November-2017,3692.00,3727.00,3677.05,3681.70,3693.573965097402597402,9856,793,36403865.00,2761,28.01,49.95,-10.30
6-November-2017,3692.00,3713.85,3662.05,3691.40,3695.441292675514132306,9871,1193,36477701.00,4370,44.27,51.80,-0.60
3-November-2017,3825.00,3825.00,3682.50,3690.80,3710.351991250080422054,15543,1532,57670001.00,5384,34.64,142.50,-134.20
2-November-2017,3745.05,3803.05,3710.75,3733.05,3760.899365750528541226,21285,2118,80050743.00,6449,30.30,92.30,-12.00
1-November-2017,3895.00,3895.00,3801.50,3816.45,3853.834978158873968613,24724,1923,95282216.00,6156,24.90,93.50,-78.55
31-October-2017,3849.00,3868.95,3822.50,3854.75,3847.984012517858357711,29398,935,113123034.00,23010,78.27,46.45,5.75
30-October-2017,3826.00,3841.00,3810.55,3830.80,3829.661809123462556437,32115,822,122989589.00,25885,80.60,30.45,4.80
27-October-2017,3725.05,3829.95,3725.05,3797.05,3819.804763287830380482,51645,1543,197273817.00,35886,69.49,104.90,72.00
26-October-2017,3772.00,3788.90,3740.00,3762.35,3771.084442964935641367,9012,840,33985013.00,2699,29.95,48.90,-9.65
25-October-2017,3789.90,3792.90,3724.75,3769.30,3761.502194549351842400,9797,843,36851437.00,1847,18.85,68.15,-20.60
24-October-2017,3751.00,3802.95,3743.65,3760.05,3779.560084925690021231,4710,499,17801728.00,1410,29.94,59.30,9.05
23-October-2017,3778.90,3815.00,3770.65,3790.40,3794.740117190723776512,24234,1834,91961732.00,7309,30.16,44.35,11.50
19-October-2017,3755.00,3755.25,3724.55,3738.15,3743.987122337790985636,2019,234,7559110.00,1072,53.10,30.70,-16.85
18-October-2017,3799.90,3810.20,3726.95,3747.80,3760.701482326111744583,8770,1105,32981352.00,2262,25.79,83.25,-52.10
17-October-2017,3783.00,3829.00,3763.55,3789.35,3799.713969418113886390,14453,1413,54917266.00,4026,27.86,65.45,6.35
16-October-2017,3789.90,3804.40,3762.40,3773.75,3786.648099947943779281,9605,1421,36370755.00,3058,31.84,42.00,-16.15
13-October-2017,3743.90,3785.00,3743.90,3754.10,3763.643548255955768761,12299,1027,46289052.00,4008,32.59,41.10,10.20
12-October-2017,3700.00,3761.95,3699.10,3742.30,3735.131186290441719604,20307,1561,75849309.00,7920,39.00,62.85,42.30
11-October-2017,3700.45,3739.90,3675.80,3687.60,3708.374123277498143411,12119,1088,44941786.00,3277,27.04,64.10,-12.85
10-October-2017,3699.00,3719.95,3662.00,3692.40,3700.352702940658566649,11358,1090,42028606.00,3637,32.02,57.95,-6.60
9-October-2017,3705.00,3714.55,3680.00,3687.70,3691.631064784519024025,21394,1450,78978755.00,9857,46.07,34.55,-17.30
6-October-2017,3790.00,3790.00,3682.15,3703.70,3732.041340271027503001,34978,1601,130539342.00,17873,51.10,107.85,-86.30
5-October-2017,3799.00,3799.00,3740.05,3757.20,3766.583412123122176699,19038,1362,71708215.00,8129,42.70,58.95,-41.80
4-October-2017,3850.00,3865.00,3778.00,3794.00,3820.574453093544490672,29804,2584,113868401.00,11650,39.09,87.00,-56.00
3-October-2017,3829.90,3846.05,3795.00,3805.55,3828.348240040895315295,109548,1409,419387893.00,98455,89.87,51.05,-24.35
29-September-2017,3750.00,3818.30,3728.90,3781.20,3775.636775602987630265,67746,2145,255784289.00,38938,57.48,89.40,31.20
28-September-2017,3755.90,3773.00,3677.95,3744.55,3719.567707823362381278,30639,2346,113963835.00,9785,31.94,95.05,-11.35
27-September-2017,3813.70,3825.05,3712.65,3732.40,3767.443542223920519679,10468,968,39437599.00,3055,29.18,112.40,-81.30
26-September-2017,3794.90,3808.00,3755.80,3785.85,3779.486364568382202173,24385,5136,92162775.00,9127,37.43,52.20,-9.05
25-September-2017,3849.00,3849.00,3725.00,3755.65,3741.379807012082967825,35339,1380,132216621.00,22835,64.62,124.00,-93.35
22-September-2017,3888.00,3888.00,3781.50,3788.15,3809.182283563362609786,19925,1599,75897957.00,4279,21.48,106.50,-99.85
