Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-July-2018,1313.90,1341.80,1313.90,1334.45,1325.234574331754181445,120951,4919,160288447.00,37593,31.08,27.90,20.55
29-June-2018,1295.20,1313.45,1284.00,1306.75,1297.961061514208880234,118623,5715,153968035.00,43961,37.06,29.45,11.55
28-June-2018,1269.20,1298.20,1269.20,1288.85,1290.750940671588667195,98334,3579,126924703.00,29000,29.49,29.00,19.65
27-June-2018,1281.15,1293.90,1264.30,1269.20,1281.287577670626833026,100585,3513,128878311.00,39082,38.85,29.60,-11.95
26-June-2018,1269.90,1283.80,1260.00,1277.85,1278.194923950174700281,76989,2807,98406949.00,33739,43.82,23.80,7.95
25-June-2018,1250.00,1278.95,1250.00,1272.30,1271.741614684703891941,145403,6131,184915046.00,73993,50.89,28.95,22.30
22-June-2018,1245.50,1254.00,1241.80,1246.45,1248.798627874475924278,39355,1338,49146470.00,12807,32.54,12.20,0.95
21-June-2018,1250.00,1255.80,1237.45,1246.35,1247.420917662839783800,50694,1772,63236756.00,19682,38.83,18.35,-3.65
20-June-2018,1245.00,1252.45,1239.10,1243.35,1246.319377426259841091,55126,2076,68704602.00,18899,34.28,13.35,-1.65
19-June-2018,1266.00,1266.00,1236.00,1244.05,1246.035103596094308168,104975,3251,130802535.00,31936,30.42,30.00,-21.95
18-June-2018,1285.00,1290.50,1262.30,1266.50,1272.965122423815395455,90832,2918,115625968.00,27662,30.45,28.20,-18.50
15-June-2018,1238.70,1290.00,1237.00,1280.45,1269.059557513924207015,194266,6833,246535124.00,80259,41.31,53.00,41.75
14-June-2018,1259.00,1259.00,1234.05,1238.70,1243.796084349417059522,149758,7717,186268414.00,59766,39.91,24.95,-20.30
13-June-2018,1265.00,1284.00,1261.00,1276.10,1276.477764886145234573,112907,4148,144123275.00,49839,44.14,23.00,11.10
12-June-2018,1265.00,1270.85,1250.90,1258.40,1259.869121740404336360,109216,4314,137597866.00,37078,33.95,19.95,-6.60
11-June-2018,1259.75,1270.00,1256.00,1263.05,1262.144337247711762052,68721,1892,86735821.00,19946,29.02,14.00,3.30
8-June-2018,1249.90,1262.45,1245.15,1259.75,1259.267729716079223637,415785,3948,523584633.00,351912,84.64,17.30,9.85
7-June-2018,1238.00,1257.00,1237.00,1250.80,1250.931338016955306017,157001,5088,196397471.00,45891,29.23,20.00,12.80
6-June-2018,1221.20,1240.60,1220.10,1235.60,1233.222113705643848589,67578,2373,83338684.00,18980,28.09,20.50,14.40
5-June-2018,1225.10,1241.00,1217.00,1221.20,1227.365066550294566877,45830,1638,56250141.00,11760,25.66,24.00,-3.90
4-June-2018,1220.00,1243.35,1212.75,1239.60,1234.330521455118819686,88790,2319,109596207.00,33659,37.91,30.60,19.60
1-June-2018,1231.90,1245.15,1217.90,1220.25,1226.138663373047551625,132782,3182,162809144.00,74750,56.30,27.25,-11.65
31-May-2018,1217.00,1240.00,1210.45,1231.90,1227.201112809654478299,105319,2739,129247594.00,31429,29.84,29.55,14.90
30-May-2018,1216.70,1229.00,1207.00,1214.10,1214.455906282238080551,376108,2330,456766582.00,248437,66.05,22.00,-2.60
29-May-2018,1220.00,1225.55,1207.00,1216.65,1215.103766032465209763,58709,1347,71337527.00,22384,38.13,18.55,-3.35
28-May-2018,1228.30,1232.95,1206.10,1214.50,1219.948055498598865422,190203,4148,232037780.00,103588,54.46,26.85,-13.80
25-May-2018,1223.00,1248.00,1221.35,1228.80,1238.947129711099552284,205711,7153,254865053.00,71861,34.93,26.65,5.80
24-May-2018,1192.45,1227.60,1192.45,1221.85,1217.422842183348182571,254783,8355,310178644.00,99353,39.00,35.15,29.40
23-May-2018,1196.80,1206.70,1180.90,1185.25,1197.176625440343084699,104464,3222,125061859.00,34187,32.73,25.80,-11.55
22-May-2018,1175.60,1197.95,1174.55,1193.55,1187.281769550294272255,97019,2773,115188890.00,33107,34.12,23.40,17.95
21-May-2018,1180.00,1188.00,1170.30,1182.60,1182.136974539383459543,83855,2574,99128096.00,29895,35.65,17.70,2.60
18-May-2018,1186.00,1187.55,1173.05,1183.75,1180.945838311429709279,52731,1495,62272455.00,23499,44.56,14.50,-2.25
17-May-2018,1198.90,1198.90,1175.00,1184.95,1186.921581983130923741,69002,2203,81899963.00,20465,29.66,23.90,-13.95
16-May-2018,1192.55,1197.50,1185.00,1190.05,1191.588677007299270072,109600,2970,130598119.00,57189,52.18,12.50,-2.50
15-May-2018,1189.30,1207.75,1186.80,1192.55,1196.165566801520406615,204419,26606,244518969.00,97214,47.56,20.95,3.25
14-May-2018,1175.00,1194.70,1170.05,1189.60,1183.658480965266077840,58761,2380,69552956.00,21832,37.15,24.65,14.60
11-May-2018,1170.50,1189.00,1166.35,1181.00,1174.573356750252057111,61494,3214,72229214.00,26667,43.37,22.65,10.50
10-May-2018,1165.00,1183.00,1163.10,1167.55,1172.754533612586841029,78304,2069,91831371.00,28396,36.26,19.90,2.55
9-May-2018,1170.00,1176.45,1163.30,1171.25,1170.543229372285827082,124117,2801,145284314.00,39279,31.65,13.15,1.25
8-May-2018,1176.55,1180.00,1162.00,1165.35,1167.026987422783971169,193127,3345,225384421.00,74219,38.43,18.00,-11.20
7-May-2018,1177.10,1190.20,1176.80,1183.35,1182.282791869353717859,92096,3195,108883516.00,29976,32.55,13.40,6.25
4-May-2018,1190.00,1196.00,1156.80,1172.90,1166.634677411815300617,106963,4179,124786745.00,27631,25.83,39.20,-17.10
3-May-2018,1198.00,1204.65,1175.00,1181.85,1195.518249651638423158,88988,2903,106386778.00,30425,34.19,29.65,-16.15
2-May-2018,1200.00,1204.00,1180.40,1197.80,1191.652068637597913221,261839,6994,312020986.00,114909,43.89,23.60,-2.20
30-April-2018,1188.00,1207.95,1185.00,1199.40,1199.843958142495613966,128818,4823,154561499.00,67901,52.71,22.95,11.40
27-April-2018,1180.00,1191.70,1175.00,1185.15,1184.408409348668600969,143721,3269,170224361.00,45949,31.97,16.70,5.15
26-April-2018,1165.00,1182.00,1160.00,1175.65,1171.745048671791902844,148546,4492,174058040.00,70124,47.21,22.00,10.65
25-April-2018,1154.00,1171.30,1145.20,1160.90,1161.401197629417595117,243147,4957,282391217.00,100854,41.48,26.10,6.90
24-April-2018,1185.00,1196.00,1150.00,1153.90,1168.528049471243963538,171251,4595,200111597.00,45767,26.73,46.00,-31.10
23-April-2018,1166.00,1212.40,1155.00,1183.35,1192.219444990763986101,518622,9393,618311233.00,163936,31.61,57.40,17.35
20-April-2018,1138.50,1191.80,1134.90,1178.25,1172.481591878764812486,562279,13115,659261777.00,232365,41.33,56.90,39.75
19-April-2018,1124.00,1139.00,1124.00,1132.70,1132.227110175297872695,119682,2417,135507205.00,42168,35.23,15.00,8.70
18-April-2018,1124.00,1134.00,1113.70,1125.45,1124.269046023941044861,158222,4070,177884097.00,29403,18.58,20.30,1.45
17-April-2018,1131.95,1131.95,1115.35,1125.00,1121.658645117879314941,157534,4613,176699373.00,52294,33.20,16.60,-6.95
16-April-2018,1099.30,1140.00,1099.00,1132.80,1124.887311145851557958,531561,12748,597946224.00,66320,12.48,41.00,33.50
13-April-2018,1174.50,1184.00,1150.20,1169.00,1170.746876791414102011,294809,8181,345146716.00,48975,16.61,33.80,-5.50
12-April-2018,1132.90,1172.00,1128.30,1162.25,1156.291020927601809954,282880,7302,327091604.00,85210,30.12,43.70,29.35
11-April-2018,1118.00,1131.75,1117.70,1123.90,1122.297643123375936224,340196,3443,381801169.00,78970,23.21,14.05,5.90
10-April-2018,1127.00,1127.00,1105.55,1114.15,1115.411546337810895903,221698,4287,247284509.00,157266,70.94,21.45,-12.85
9-April-2018,1129.90,1129.90,1106.80,1110.95,1114.676297124008819785,167351,7851,186542193.00,76021,45.43,23.10,-18.95
6-April-2018,1140.00,1145.70,1123.65,1129.30,1130.299233600054019379,88857,3167,100434999.00,31335,35.26,22.05,-10.70
5-April-2018,1134.05,1150.40,1129.95,1145.00,1141.420013959169429418,57310,1822,65414781.00,17301,30.19,20.45,10.95
4-April-2018,1140.50,1145.00,1120.00,1124.55,1130.328188651098743473,174290,3027,197004900.00,110266,63.27,25.00,-15.95
3-April-2018,1136.80,1145.00,1129.60,1140.05,1135.326760765722084545,55686,3307,63221806.00,22976,41.26,15.40,3.25
2-April-2018,1135.50,1148.95,1122.00,1137.50,1134.948044278415645772,72812,2387,82637837.00,14965,20.55,26.95,2.00
28-March-2018,1153.00,1153.00,1129.00,1134.40,1140.268381853697262177,95733,2623,109161313.00,25845,27.00,24.00,-18.60
27-March-2018,1145.00,1170.00,1145.00,1152.80,1155.020905701554969537,109970,2388,127017649.00,33813,30.75,25.00,7.80
26-March-2018,1167.00,1167.00,1143.90,1154.30,1152.398242485990830361,196300,5327,226215775.00,79831,40.67,23.10,-12.70
23-March-2018,1145.00,1173.70,1140.00,1167.45,1165.935984304998389505,341510,9329,398178798.00,175792,51.47,33.70,22.45
22-March-2018,1166.90,1176.05,1153.60,1158.80,1167.602343858811357169,251295,2933,293412631.00,175841,69.97,22.45,-8.10
21-March-2018,1163.10,1176.60,1163.10,1168.60,1172.218381313274136078,88405,2275,103629966.00,32881,37.19,13.50,5.50
20-March-2018,1147.15,1170.00,1147.15,1162.10,1158.063540103878626330,692539,7440,802004166.00,421000,60.79,22.85,14.95
19-March-2018,1164.70,1180.00,1143.80,1147.15,1162.400582116683016908,277264,3313,322291835.00,194987,70.33,36.20,-17.55
16-March-2018,1184.80,1185.00,1169.00,1172.50,1174.954499476174993677,55362,1670,65047831.00,12588,22.74,16.00,-12.30
15-March-2018,1180.00,1187.90,1172.25,1182.15,1176.794275776202831420,459416,2521,540638119.00,34397,7.49,15.65,2.15
14-March-2018,1179.00,1189.00,1169.45,1180.20,1179.595225987394634244,64893,1815,76547473.00,12289,18.94,19.55,1.20
13-March-2018,1176.20,1195.50,1175.00,1180.55,1185.768963429673311060,89198,2740,105768220.00,23426,26.26,20.50,4.35
12-March-2018,1170.30,1191.85,1170.30,1185.85,1187.099502248041489136,373881,7354,443833949.00,231474,61.91,21.55,15.55
9-March-2018,1160.20,1166.00,1156.50,1163.40,1163.138122930521160855,107817,2967,125406063.00,47243,43.82,9.50,3.20
8-March-2018,1144.00,1165.00,1144.00,1156.70,1159.453179480264298510,207644,5304,240753496.00,108829,52.41,21.00,12.70
7-March-2018,1151.30,1160.00,1138.20,1142.80,1145.692423303582022649,151702,2775,173803832.00,42790,28.21,21.80,-8.50
6-March-2018,1167.25,1167.25,1129.85,1146.85,1154.756019836062780116,117362,5481,135524476.00,69971,59.62,37.40,-20.40
5-March-2018,1160.00,1170.10,1144.05,1153.10,1160.116585873255745490,764295,3766,886671306.00,233778,30.59,26.05,-6.90
1-March-2018,1173.45,1173.45,1156.40,1160.25,1161.894753189129229062,90150,2568,104744812.00,37613,41.72,17.05,-13.20
28-February-2018,1148.05,1189.20,1142.35,1174.25,1170.401244668379436781,400910,10970,469225563.00,247082,61.63,46.85,26.20
27-February-2018,1142.10,1152.80,1125.85,1148.30,1134.226767896253104664,347461,4038,394099567.00,61885,17.81,26.95,6.20
26-February-2018,1157.00,1157.00,1136.15,1141.05,1144.341379215365829025,108917,3769,124638230.00,38670,35.50,20.85,-15.95
23-February-2018,1165.00,1166.00,1147.20,1155.65,1158.093429360694554064,121632,5388,140861220.00,38825,31.92,18.80,-9.35
22-February-2018,1148.90,1164.00,1140.10,1160.50,1156.326660759264039965,143323,6091,165728206.00,65516,45.71,23.90,11.60
21-February-2018,1146.00,1151.65,1140.40,1148.70,1147.216591545024741898,145098,5921,166458833.00,59232,40.82,11.25,2.70
20-February-2018,1132.00,1147.90,1121.00,1134.70,1139.785257218125198188,122989,3296,140181049.00,19992,16.26,26.90,2.70
19-February-2018,1125.20,1135.00,1120.00,1130.00,1124.630208217841541565,270582,3551,304304691.00,40212,14.86,15.00,4.80
16-February-2018,1121.00,1140.00,1116.05,1124.85,1124.132671263878165020,563385,6975,633319485.00,329630,58.51,23.95,3.85
15-February-2018,1100.10,1129.70,1100.10,1114.15,1119.730691627885610903,282999,7929,316882666.00,166411,58.80,29.60,14.05
14-February-2018,1104.00,1117.40,1091.70,1098.05,1106.464169025222675434,192208,3109,212671265.00,130534,67.91,25.70,-5.95
12-February-2018,1112.00,1120.00,1098.75,1103.80,1106.720532046864231564,362750,4957,401462873.00,210100,57.92,21.25,-8.20
9-February-2018,1124.90,1124.90,1107.20,1111.80,1113.884233916063335099,135912,3335,151390234.00,30772,22.64,17.70,-13.10
8-February-2018,1120.30,1145.00,1117.05,1134.55,1139.404819355077287182,216336,7463,246494281.00,118233,54.65,27.95,14.25
7-February-2018,1112.10,1125.00,1103.90,1108.75,1114.245705791910321006,234793,9824,261617092.00,92813,39.53,21.10,-3.35
6-February-2018,1109.00,1127.90,1098.70,1108.45,1114.722677926866648062,218587,6157,243663886.00,74543,34.10,29.20,-0.55
5-February-2018,1138.00,1155.00,1135.00,1138.30,1142.935451980623426794,262998,5888,300589738.00,143078,54.40,20.00,0.30
2-February-2018,1140.00,1162.45,1130.05,1141.70,1146.009106370993077598,461545,11585,528934773.00,213390,46.23,32.40,1.70
1-February-2018,1150.00,1158.00,1120.00,1144.50,1141.179533152204641695,672082,10221,766966223.00,383189,57.02,38.00,-5.50
31-January-2018,1160.00,1166.00,1143.05,1150.65,1156.250534463289224123,182426,8807,210930160.00,74957,41.09,22.95,-9.35
30-January-2018,1180.50,1183.05,1161.80,1169.70,1169.169279973116137994,690377,7891,807167580.00,531416,76.97,21.25,-10.80
29-January-2018,1165.00,1196.20,1165.00,1181.50,1184.005845793263202053,219303,9229,259656034.00,89236,40.69,31.20,16.50
25-January-2018,1184.40,1191.50,1160.80,1170.80,1168.958565791914744679,522853,8983,611193493.00,244859,46.83,30.70,-13.60
24-January-2018,1177.80,1220.00,1167.00,1185.15,1194.349137297883639732,531006,14630,634206558.00,160078,30.15,53.00,7.35
23-January-2018,1151.20,1187.00,1151.20,1175.20,1175.137312542603953646,1032768,11609,1213644212.00,702602,68.03,35.80,24.00
22-January-2018,1141.70,1155.00,1130.10,1150.30,1144.405855188933347337,295157,5671,337779399.00,129944,44.03,24.90,8.60
19-January-2018,1148.90,1148.90,1136.00,1143.25,1142.428499704336766002,179258,5194,204789448.00,74200,41.39,12.90,-5.65
18-January-2018,1149.00,1164.45,1132.35,1152.75,1149.672909796050384351,330817,11175,380331343.00,131742,39.82,32.10,3.75
17-January-2018,1118.00,1160.00,1118.00,1152.25,1151.807011170647534283,814814,19041,938508478.00,477297,58.58,42.00,34.25
16-January-2018,1080.00,1134.40,1080.00,1122.90,1115.836381836514623330,685309,19627,764692715.00,273743,39.94,54.40,42.90
15-January-2018,1078.50,1092.05,1065.50,1080.40,1080.471968322947905256,222748,6806,240672970.00,79419,35.65,26.55,1.90
12-January-2018,1089.00,1089.00,1069.55,1078.40,1076.466612363554653624,284821,7105,306600297.00,130811,45.93,19.45,-10.60
11-January-2018,1053.00,1083.30,1053.00,1075.60,1077.594902266968432432,1315369,8487,1417434929.00,1127996,85.76,30.30,22.60
10-January-2018,1049.90,1055.55,1034.60,1051.60,1048.787536046275537659,704303,7624,738664208.00,484894,68.85,20.95,1.70
9-January-2018,1040.00,1044.50,1029.25,1041.30,1037.451100995493759562,262081,7184,271896222.00,88401,33.73,15.25,1.30
8-January-2018,1015.00,1038.80,1015.00,1035.65,1029.140557605362989138,153944,4743,158430014.00,61435,39.91,23.80,20.65
5-January-2018,1015.30,1026.00,1006.25,1012.10,1013.370805900284201053,281139,7799,284898055.00,106639,37.93,19.75,-3.20
4-January-2018,1022.00,1022.00,1009.60,1015.30,1013.558514497285667825,319784,4220,324119796.00,211434,66.12,12.40,-6.70
3-January-2018,1035.00,1035.00,1018.00,1019.10,1022.551084097801603181,158934,3961,162518134.00,48806,30.71,17.00,-15.90
2-January-2018,1037.20,1043.40,1022.95,1029.50,1030.457518547226220795,180620,6413,186121237.00,70480,39.02,20.45,-7.70
1-January-2018,1040.00,1043.65,1031.80,1034.55,1038.102872716962840340,109339,2943,113505130.00,30310,27.72,11.85,-5.45
29-December-2017,1030.00,1046.10,1030.00,1039.30,1039.580831289461233501,183883,5096,191161242.00,83918,45.64,16.10,9.30
28-December-2017,1031.90,1039.90,1026.10,1034.00,1035.089320917125959779,168919,5878,174846253.00,85849,50.82,13.80,2.10
27-December-2017,1029.00,1038.85,1025.10,1034.05,1034.020458057751651005,201241,6164,208087311.00,98535,48.96,13.75,5.05
26-December-2017,1029.80,1040.00,1023.10,1034.35,1030.162190193518675713,1024914,9487,1055827651.00,813232,79.35,16.90,4.55
22-December-2017,1019.40,1044.20,1016.20,1038.40,1033.621961546204309355,312947,8592,323468892.00,145388,46.46,28.00,19.00
21-December-2017,1013.30,1028.00,998.05,1021.55,1013.035722553292811175,302386,7467,306327820.00,98739,32.65,29.95,8.25
20-December-2017,1004.80,1015.00,1001.95,1013.30,1009.725532623169107856,108144,2333,109195758.00,20094,18.58,13.05,8.50
19-December-2017,1015.35,1017.50,1000.00,1004.80,1012.200385482718521162,1739637,3273,1760861242.00,1609332,92.51,17.50,-10.55
18-December-2017,1015.00,1029.85,1005.60,1015.35,1021.002072433036384715,166471,3819,169967236.00,23831,14.32,24.25,0.35
15-December-2017,1015.00,1026.00,1011.00,1023.45,1018.247629262283766419,188338,5155,191774722.00,103645,55.03,15.00,8.45
14-December-2017,1005.25,1016.00,1000.05,1012.45,1009.767357776396813739,123907,4065,125117244.00,40679,32.83,15.95,7.20
13-December-2017,1012.00,1018.00,999.00,1003.45,1011.346334074210399648,141274,3291,142876942.00,33404,23.64,19.00,-8.55
12-December-2017,1003.00,1014.00,1000.00,1011.10,1008.771452150334137911,161161,3541,162574616.00,47548,29.50,14.00,8.10
11-December-2017,997.00,1005.00,995.00,1003.50,1000.758093496496805128,94057,2445,94128304.00,33845,35.98,10.00,6.50
8-December-2017,1000.10,1006.85,996.05,1001.55,1002.113025623169407861,195292,4765,195704657.00,70802,36.25,10.80,1.45
7-December-2017,987.50,1002.15,982.40,1000.10,995.560626171677226015,219237,4614,218263725.00,76333,34.82,19.75,12.60
6-December-2017,984.40,994.00,970.00,990.40,989.346210901523513572,142237,3301,140721637.00,41665,29.29,24.00,6.00
5-December-2017,986.00,1002.60,979.30,984.40,991.363951024633250845,309135,6561,306465295.00,82306,26.62,23.30,-1.60
4-December-2017,983.00,996.95,969.65,985.30,985.948844570754146286,405001,10122,399310268.00,118255,29.20,27.30,2.30
1-December-2017,977.50,983.00,956.45,958.50,965.824714325529542920,143520,4871,138615163.00,53084,36.99,26.55,-19.00
30-November-2017,989.00,989.80,967.35,974.95,982.147317710968083367,128491,3991,126197091.00,53445,41.59,22.45,-14.05
29-November-2017,989.00,992.00,981.50,983.30,985.530133366884750880,63584,1982,62663948.00,23469,36.91,10.50,-5.70
28-November-2017,996.90,1000.15,981.50,984.50,989.137464722483537158,153072,4264,151409250.00,58039,37.92,18.65,-12.40
27-November-2017,1000.00,1005.00,994.00,997.50,997.568794359140882312,172456,4418,172036724.00,58625,33.99,11.00,-2.50
24-November-2017,989.10,1019.20,989.10,1009.95,1009.090115598582446683,491269,15386,495734692.00,265270,54.00,30.10,20.85
23-November-2017,970.00,994.35,969.85,991.40,985.962802818075170039,311986,10468,307606591.00,109387,35.06,24.50,21.40
22-November-2017,965.00,970.85,962.50,966.30,966.455246121900574080,81870,2421,79123691.00,35557,43.43,8.35,1.30
21-November-2017,961.35,971.55,959.65,966.40,966.934976567249053865,101994,2772,98621566.00,38166,37.42,11.90,5.05
20-November-2017,969.70,970.00,957.35,961.35,962.442732412362352391,145571,3764,140103751.00,55725,38.28,12.65,-8.35
17-November-2017,989.80,989.80,963.00,970.95,972.596732619960966417,297180,4320,289036297.00,137476,46.26,26.80,-18.85
16-November-2017,951.15,995.45,948.85,988.60,971.612509310287693696,645791,14864,627458614.00,249904,38.70,46.60,37.45
15-November-2017,947.00,953.45,945.00,951.95,950.187428178791863619,84411,2324,80206271.00,37767,44.74,8.45,4.95
14-November-2017,950.00,954.40,944.00,949.45,949.165782137879275222,74616,2138,70822954.00,24126,32.33,10.40,-0.55
13-November-2017,960.60,968.90,949.10,951.80,956.527123221961305614,1275844,4195,1220379391.00,87315,6.84,19.80,-8.80
10-November-2017,954.60,962.75,950.20,960.60,958.389510417735810325,97430,2615,93375890.00,42713,43.84,12.55,6.00
9-November-2017,958.50,962.00,949.15,954.60,955.163913551967779215,144503,3229,138024051.00,64947,44.95,12.85,-3.90
8-November-2017,958.25,961.50,947.30,951.95,954.703679410688833108,158558,2898,151375906.00,43951,27.72,14.20,-6.30
7-November-2017,928.50,959.80,927.00,955.70,950.219364056873588323,415729,9302,395033746.00,191019,45.95,32.80,27.20
6-November-2017,925.00,934.85,922.35,928.60,928.408658447794893610,122239,2092,113487746.00,80922,66.20,12.50,3.60
3-November-2017,922.70,929.40,918.00,926.65,926.039925173703901656,74840,1631,69304828.00,31313,41.84,11.40,3.95
2-November-2017,924.00,926.55,919.80,922.90,923.180955376304299563,108104,2615,99799554.00,60086,55.58,6.75,-1.10
1-November-2017,924.00,928.95,922.00,926.25,925.702162015161301288,117668,2321,108925522.00,62583,53.19,6.95,2.25
31-October-2017,923.40,930.35,920.00,921.65,925.045785390105647727,212404,4872,196483425.00,107453,50.59,10.35,-1.75
30-October-2017,954.00,955.00,941.00,944.65,946.652593059249926112,514296,10347,486859642.00,354831,68.99,14.00,-9.35
27-October-2017,955.00,957.05,945.00,947.45,949.229016597437650069,399399,10844,379121120.00,261381,65.44,12.05,-7.55
26-October-2017,940.15,950.35,940.15,947.50,945.937512801256229944,527292,11869,498785283.00,336760,63.87,10.20,7.35
25-October-2017,920.00,944.15,915.25,935.40,935.340499939911068381,416050,11664,389148415.00,175324,42.14,28.90,15.40
24-October-2017,945.00,947.50,924.00,926.75,934.174125301475124796,445725,9323,416384762.00,235951,52.94,23.50,-18.25
23-October-2017,928.20,942.80,928.20,939.65,936.196608188022379278,263458,8936,246648486.00,171008,64.91,14.60,11.45
19-October-2017,930.00,933.35,925.85,927.10,927.622803100221302608,100767,2788,93473767.00,70573,70.04,7.50,-2.90
18-October-2017,929.00,930.00,923.25,924.45,926.733431651694646134,185791,4993,172178731.00,104018,55.99,6.75,-4.55
17-October-2017,935.00,937.40,930.25,931.45,932.512460840697620049,192483,4130,179492796.00,106734,55.45,7.15,-3.55
16-October-2017,935.00,942.00,933.50,939.30,937.522743587180722015,220106,5217,206354381.00,123226,55.98,8.50,4.30
13-October-2017,930.05,934.00,927.60,931.90,930.529123126443819982,1228079,5835,1142763275.00,1087403,88.55,6.40,1.85
12-October-2017,930.00,934.65,920.00,927.15,925.655563297245149533,335844,7652,310875867.00,152760,45.49,14.65,-2.85
11-October-2017,936.00,937.70,928.15,930.60,932.155650716812511636,171872,4698,160211456.00,89640,52.16,9.55,-5.40
10-October-2017,940.00,945.85,929.10,935.60,935.537248579763549823,260520,6441,243726164.00,130437,50.07,16.75,-4.40
9-October-2017,922.00,928.60,914.30,923.65,923.514097603905484615,120446,2974,111233579.00,49462,41.07,14.30,1.65
6-October-2017,906.60,920.60,903.05,919.45,916.580659299531182287,203064,5227,186124535.00,85971,42.34,17.55,12.85
5-October-2017,899.00,905.20,898.70,903.10,903.058717627966732030,118312,4384,106842683.00,54647,46.19,6.50,4.10
4-October-2017,903.95,904.95,897.45,899.80,901.754137875622690020,99568,2164,89785856.00,38025,38.19,7.50,-4.15
3-October-2017,908.00,911.65,902.00,903.95,905.659865996965613426,106117,2799,96105908.00,49765,46.90,9.65,-4.05
29-September-2017,900.00,902.25,895.10,898.75,898.686083366736779467,241991,2596,217473944.00,31495,13.01,7.15,-1.25
28-September-2017,898.00,903.95,893.05,895.70,899.705095061129961760,111402,2651,100228947.00,49832,44.73,10.90,-2.30
27-September-2017,905.00,907.95,895.10,898.65,900.385470943362805733,135494,4502,121996829.00,58903,43.47,12.85,-6.35
26-September-2017,896.00,908.05,894.50,906.45,899.305833041327029826,522249,5846,469661572.00,427888,81.93,13.55,10.45
25-September-2017,901.00,902.15,890.00,896.65,894.626553723151278326,155594,4076,139198524.00,58276,37.45,12.15,-4.35
22-September-2017,908.20,909.90,888.40,898.05,896.767950016390474932,204387,5931,183287711.00,92052,45.04,21.50,-10.15
21-September-2017,912.50,915.25,908.45,909.55,910.916491750900846043,139591,3278,127155744.00,54847,39.29,6.80,-2.95
20-September-2017,915.30,916.00,907.55,912.00,911.080312152346050651,122248,2941,111377746.00,53642,43.88,8.45,-3.30
19-September-2017,910.10,915.40,903.65,911.30,909.866670101086421449,174702,4002,158955527.00,61194,35.03,11.75,1.20
18-September-2017,910.00,917.95,906.50,908.45,912.349979098195237271,277488,6134,253166171.00,139715,50.35,11.45,-1.55
