Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-October-2017,690.75,697.15,687.55,690.05,692.562646264626462646,22220,523,15388742.00,5864,26.39,9.60,-0.70
17-October-2017,701.00,702.00,687.60,689.10,693.296685230733939108,78467,9972,54400911.00,36755,46.84,14.40,-11.90
16-October-2017,700.65,703.05,697.50,700.40,700.004839221987631023,53521,1133,37464959.00,12459,23.28,5.55,-0.25
13-October-2017,695.75,702.35,693.90,699.00,699.872740504574438591,288560,1074,201955278.00,251679,87.22,8.45,3.25
12-October-2017,680.00,712.05,676.00,696.45,692.300382635118026052,71086,1280,49212865.00,12637,17.78,36.05,16.45
11-October-2017,692.50,692.50,680.00,683.15,685.972207483304363736,54655,1106,37491811.00,15830,28.96,12.50,-9.35
10-October-2017,678.00,690.35,678.00,685.80,686.547555525053830778,116569,2332,80030162.00,23934,20.53,12.35,7.80
9-October-2017,660.00,678.00,660.00,675.85,671.434625475648532656,57553,1224,38643077.00,11786,20.48,18.00,15.85
6-October-2017,653.35,666.25,652.75,659.65,661.412884064848976592,65321,1007,43204151.00,16791,25.71,13.50,6.30
5-October-2017,655.00,658.45,650.15,655.05,654.538736895934543594,23466,540,15359406.00,4145,17.66,8.30,0.05
4-October-2017,669.00,669.00,651.95,653.80,654.321925213436230101,26823,557,17550877.00,8220,30.65,17.05,-15.20
3-October-2017,664.30,671.85,649.25,654.65,662.016617602110580248,124326,2179,82305878.00,11854,9.53,22.60,-9.65
29-September-2017,647.30,661.00,645.00,658.50,658.205648242710862689,707937,1423,465968132.00,13679,1.93,16.00,11.20
28-September-2017,646.00,646.00,631.15,644.00,640.291127132304749083,56453,1261,36146355.00,7089,12.56,14.85,-2.00
27-September-2017,652.00,661.50,639.80,644.60,651.375790969801989836,102722,1933,66910624.00,18623,18.13,21.70,-7.40
26-September-2017,648.15,651.45,642.00,647.85,647.257697399325276508,46834,993,30313667.00,9491,20.27,9.45,-0.30
25-September-2017,638.00,644.95,620.75,641.90,634.662123924467286481,69268,1506,43961776.00,14232,20.55,24.20,3.90
22-September-2017,649.90,649.90,628.95,634.25,635.813119258178071606,58235,1351,37026577.00,7851,13.48,20.95,-15.65
21-September-2017,655.35,659.85,649.20,650.40,651.977171124391255588,195279,1311,127317450.00,148032,75.81,10.65,-4.95
20-September-2017,659.25,662.60,652.90,655.20,656.519550486131571194,23759,461,15598248.00,4187,17.62,9.70,-4.05
19-September-2017,663.65,666.35,657.50,659.35,660.034218274488457827,40417,802,26676603.00,8095,20.03,8.85,-4.30
18-September-2017,660.00,665.75,655.00,663.65,660.557278991350241900,68210,1335,45056612.00,14485,21.24,10.75,3.65
15-September-2017,639.50,653.05,638.00,649.95,645.197337996696784222,51465,1320,33205081.00,11124,21.61,15.05,10.45
14-September-2017,642.50,643.25,636.00,641.05,640.602684638211720331,36057,832,23098211.00,11509,31.92,7.25,-1.45
13-September-2017,641.50,648.50,636.50,638.00,642.047172757422918364,573191,910,368015661.00,10859,1.89,12.00,-3.50
12-September-2017,641.00,648.00,639.30,641.30,642.692282368717513492,331099,1082,212794772.00,308643,93.22,8.70,0.30
11-September-2017,638.00,647.55,636.40,639.30,642.480983725135623869,69125,1418,44411498.00,13866,20.06,11.15,1.30
8-September-2017,630.05,640.90,630.05,635.40,635.174978068695593494,44457,1018,28237974.00,11689,26.29,10.85,5.35
7-September-2017,620.00,639.50,618.40,632.50,632.595322698285051710,106942,2393,67651009.00,13866,12.97,21.10,12.50
6-September-2017,612.75,621.95,606.80,618.75,619.093286407534961648,397507,1172,246093915.00,356797,89.76,15.15,6.00
5-September-2017,614.00,617.00,610.00,612.65,612.671622123863905125,29597,712,18133242.00,7039,23.78,7.00,-1.35
4-September-2017,620.00,625.00,605.75,613.80,615.010435730379118778,122943,2521,75611228.00,18764,15.26,19.25,-6.20
1-September-2017,607.90,611.85,606.70,608.55,609.250553966399419846,49642,1049,30244416.00,12714,25.61,5.15,0.65
31-August-2017,614.70,614.70,602.35,604.20,605.306977661652287514,309244,1704,187187551.00,238798,77.22,12.35,-10.50
30-August-2017,598.05,614.00,597.50,611.50,607.766401520976332601,71533,1650,43475354.00,19716,27.56,16.50,13.45
29-August-2017,600.85,602.10,592.10,594.75,596.482281624696237348,37447,911,22336472.00,8529,22.78,10.00,-6.10
28-August-2017,593.40,608.00,592.80,603.95,602.066587786761322553,106491,1719,64114673.00,43724,41.06,15.20,10.55
