Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-May-2018,2998.00,2998.00,2874.70,2890.50,2909.179094367151268823,19191,1141,55830056.00,5954,31.02,123.30,-107.50
3-May-2018,2969.75,2987.60,2956.10,2971.90,2970.774133581197716106,7531,621,22372900.00,2036,27.03,31.50,2.15
2-May-2018,2982.00,3183.80,2947.50,2965.25,2999.557090960894650616,28078,1982,84221564.00,4001,14.25,236.30,-16.75
30-April-2018,2957.05,2976.35,2932.00,2948.00,2953.583695901076253721,8734,562,25796600.00,2284,26.15,44.35,-9.05
27-April-2018,2894.45,2956.00,2894.45,2936.80,2934.743714976093774099,19451,1123,57083700.00,8742,44.94,61.55,42.35
26-April-2018,2929.00,2929.00,2870.00,2886.10,2894.410348395998620213,14495,913,41954478.00,4642,32.02,59.00,-42.90
25-April-2018,2882.80,2908.25,2868.00,2899.90,2894.833411149500420207,10709,748,31000771.00,2739,25.58,40.25,17.10
24-April-2018,2856.00,2895.00,2850.00,2889.75,2882.770948485518461198,9046,649,26077546.00,2935,32.45,45.00,33.75
23-April-2018,2853.60,2875.55,2821.75,2854.05,2850.202969366660402180,5321,505,15165930.00,1661,31.22,53.80,0.45
20-April-2018,2855.00,2870.70,2806.00,2853.60,2834.658830769230769230,8125,639,23031603.00,2133,26.25,64.70,-1.40
19-April-2018,2855.00,2860.00,2845.00,2855.10,2853.932113897793701678,5303,417,15134402.00,1781,33.58,15.00,0.10
18-April-2018,2878.00,2878.00,2853.75,2862.65,2866.030576478484599895,13409,712,38430604.00,8389,62.56,24.25,-15.35
17-April-2018,2855.70,2875.00,2844.00,2863.00,2860.753016572372703149,19973,1735,57137820.00,8631,43.21,31.00,7.30
16-April-2018,2800.00,2847.00,2776.25,2839.80,2819.879715004191114836,21474,1544,60554097.00,8773,40.85,70.75,39.80
13-April-2018,2772.00,2805.00,2758.15,2789.40,2798.234694190540457640,65204,944,182456095.00,55731,85.47,46.85,17.40
12-April-2018,2777.00,2779.50,2756.05,2764.15,2761.089885490967724303,36591,1593,101031040.00,24760,67.67,23.45,-12.85
11-April-2018,2783.00,2800.00,2750.65,2755.40,2759.187347445080228882,24991,1213,68954851.00,16167,64.69,49.35,-27.60
10-April-2018,2782.95,2825.00,2761.20,2767.00,2781.957424291226524857,152129,1032,423216401.00,142153,93.44,63.80,-15.95
9-April-2018,2785.00,2804.40,2760.65,2770.45,2784.558099762470308788,10525,809,29307474.00,4734,44.98,43.75,-14.55
6-April-2018,2815.00,2823.65,2776.00,2783.05,2786.552669781191437696,37887,1315,105574121.00,25562,67.47,47.65,-31.95
5-April-2018,2790.00,2827.00,2775.00,2810.55,2798.492625200091470386,17492,1315,48951233.00,9364,53.53,52.00,20.55
4-April-2018,2790.00,2815.35,2747.00,2766.35,2779.235811595088276620,16369,1539,45493311.00,5607,34.25,68.35,-23.65
3-April-2018,2785.00,2824.35,2781.00,2791.75,2800.504681036359677770,9186,751,25725436.00,2330,25.36,43.35,6.75
2-April-2018,2765.00,2820.00,2750.05,2808.60,2791.964075630252100840,14280,1053,39869247.00,2616,18.32,69.95,43.60
28-March-2018,2775.00,2796.10,2737.50,2748.90,2766.749425452456190749,13924,1495,38524219.00,5016,36.02,58.60,-26.10
27-March-2018,2850.00,2852.00,2796.05,2803.20,2814.462097930751895103,19524,2428,54949558.00,8383,42.94,55.95,-46.80
26-March-2018,2771.00,2858.00,2735.15,2839.15,2806.171967455621301775,21632,1533,60703112.00,5750,26.58,122.85,68.15
23-March-2018,2813.90,2814.00,2748.00,2789.75,2769.178353093738421637,21592,2602,59792099.00,7499,34.73,66.00,-24.15
22-March-2018,2854.00,2880.00,2768.25,2842.05,2838.851254660888844099,19846,1852,56339842.00,4319,21.76,111.75,-11.95
21-March-2018,2875.00,2888.15,2840.00,2853.60,2872.712916765660885404,12627,1319,36273746.00,4971,39.37,48.15,-21.40
20-March-2018,2855.00,2886.45,2837.95,2873.55,2876.868759996632713191,11879,740,34174324.00,4333,36.48,48.50,18.55
19-March-2018,2912.00,2924.80,2844.00,2853.80,2870.464832277013448755,12938,725,37138074.00,7150,55.26,80.80,-58.20
16-March-2018,2949.10,2954.95,2892.65,2912.20,2923.173975705167799052,9714,897,28395712.00,3068,31.58,62.30,-36.90
15-March-2018,2946.00,2971.50,2935.00,2949.10,2960.588168730747469667,15907,561,47094076.00,3989,25.08,36.50,3.10
14-March-2018,2967.00,2967.00,2935.65,2948.85,2947.854965156794425087,11480,959,33841375.00,3738,32.56,31.35,-18.15
13-March-2018,2975.00,3001.00,2960.00,2974.15,2980.410759672408924032,14164,1139,42214538.00,3323,23.46,41.00,-0.85
12-March-2018,2966.60,2972.80,2933.15,2960.05,2958.725127304653204565,28475,1025,84249698.00,18330,64.37,39.65,-6.55
9-March-2018,2912.00,2965.20,2912.00,2938.05,2940.676095916073435743,16014,1138,47091987.00,8089,50.51,53.20,26.05
8-March-2018,2940.40,2947.85,2893.10,2924.65,2919.195868772782503037,8230,630,24024982.00,2243,27.25,54.75,-15.75
7-March-2018,2892.00,2939.95,2876.10,2910.45,2914.874296435272045028,12792,1070,37287072.00,2962,23.16,63.85,18.45
6-March-2018,2960.00,2976.00,2886.95,2899.90,2942.366055456171735241,13416,1085,39474783.00,3379,25.19,89.05,-60.10
5-March-2018,3025.00,3025.00,2929.00,2942.10,2955.386826893824155765,19722,1576,58286139.00,5456,27.66,96.00,-82.90
1-March-2018,3049.60,3077.40,3017.65,3025.00,3049.649568531254106618,22829,1799,69620450.00,4950,21.68,59.75,-24.60
28-February-2018,3010.00,3052.70,2994.00,3018.80,3026.711889491859891465,8108,715,24540580.00,2631,32.45,58.70,8.80
27-February-2018,3010.00,3057.00,3010.00,3033.85,3037.793201568868722602,13003,1288,39500425.00,3936,30.27,47.00,23.85
26-February-2018,3024.00,3043.75,3000.60,3007.20,3016.287366450049564930,9079,650,27384873.00,2880,31.72,43.15,-16.80
23-February-2018,2975.00,3004.00,2960.05,2988.00,2983.904484418545730934,27629,1423,82442297.00,11603,42.00,43.95,13.00
22-February-2018,3044.00,3044.00,2956.35,2971.00,2987.656605113636363636,8448,863,25239723.00,2940,34.80,87.65,-73.00
21-February-2018,3055.00,3075.60,3000.00,3008.25,3026.315007656967840735,13060,957,39523674.00,4441,34.00,75.60,-46.75
20-February-2018,3035.60,3067.35,3015.60,3049.65,3054.923417576544246774,13097,542,40010332.00,7446,56.85,51.75,14.05
19-February-2018,3081.00,3111.55,3014.60,3039.85,3064.202489303772851030,12855,926,39390323.00,1738,13.52,96.95,-41.15
16-February-2018,3169.00,3169.00,3096.40,3102.95,3116.871042147200671000,9538,702,29728716.00,2723,28.55,72.60,-66.05
15-February-2018,3158.00,3164.00,3099.65,3140.60,3134.518194596282992347,6403,514,20070320.00,1626,25.39,64.35,-17.40
14-February-2018,3187.00,3187.00,3100.00,3110.85,3126.960467451839678626,10953,749,34249598.00,2603,23.77,87.00,-76.15
12-February-2018,3124.75,3160.00,3108.00,3143.35,3133.893751949267075579,9619,729,30144924.00,2250,23.39,52.00,18.60
9-February-2018,3140.00,3140.40,3095.15,3103.50,3116.862048461424111788,6727,564,20967131.00,2458,36.54,45.25,-36.50
8-February-2018,3180.00,3188.50,3139.00,3152.40,3160.111744708849654567,9119,582,28817059.00,1705,18.70,49.50,-27.60
7-February-2018,3188.00,3193.95,3128.70,3137.30,3151.605638041733547351,9968,790,31415205.00,1905,19.11,65.25,-50.70
6-February-2018,3101.00,3165.00,3029.25,3138.20,3114.428370852248794870,21367,1508,66545991.00,3792,17.75,135.75,37.20
5-February-2018,3205.00,3239.00,3142.35,3177.80,3180.371598721797230560,20654,1627,65687395.00,4969,24.06,96.65,-27.20
2-February-2018,3413.00,3472.60,3172.00,3242.60,3311.486816847335140018,70848,5167,234612218.00,14165,19.99,300.60,-170.40
1-February-2018,3325.00,3418.25,3297.85,3409.50,3372.843398678040788656,35402,2712,119405402.00,13399,37.85,120.40,84.50
31-January-2018,3352.00,3379.15,3306.05,3338.80,3368.647668117615705783,56285,1089,189604334.00,46191,82.07,73.10,-13.20
30-January-2018,3367.00,3402.40,3344.00,3351.40,3370.968813012501680333,14878,1003,50153274.00,3654,24.56,58.40,-15.60
29-January-2018,3306.90,3378.20,3296.85,3362.10,3349.120585482086630925,11751,1024,39355516.00,3314,28.20,81.35,55.20
25-January-2018,3335.50,3337.00,3291.00,3303.20,3313.629152437131325675,19326,875,64039197.00,12382,64.07,46.00,-32.30
24-January-2018,3285.00,3349.30,3283.20,3335.60,3323.655820074171551621,16718,1233,55564878.00,4140,24.76,66.10,50.60
23-January-2018,3299.00,3322.00,3272.10,3294.30,3290.497033318119580100,10955,843,36047395.00,2897,26.44,49.90,-4.70
22-January-2018,3207.00,3281.20,3207.00,3272.10,3252.556031273268801191,10744,920,34945462.00,2010,18.71,74.20,65.10
19-January-2018,3227.90,3227.90,3173.35,3208.05,3193.473296062804805519,8407,700,26847530.00,3511,41.76,54.55,-19.85
18-January-2018,3219.75,3237.15,3187.80,3195.40,3215.046194538613418768,26843,1797,86301485.00,10568,39.37,49.35,-24.35
17-January-2018,3189.00,3212.90,3152.45,3184.90,3185.887261146496815286,9420,849,30011058.00,2295,24.36,60.45,-4.10
16-January-2018,3164.00,3200.00,3145.00,3160.00,3161.638204142843752929,10669,1125,33731518.00,3403,31.90,55.00,-4.00
15-January-2018,3175.10,3184.95,3155.00,3163.30,3168.045672575599582898,9590,966,30381558.00,3288,34.29,29.95,-11.80
12-January-2018,3205.00,3214.70,3154.00,3175.10,3176.654288313621702092,12091,858,38408927.00,2959,24.47,60.70,-29.90
11-January-2018,3328.00,3328.00,3185.00,3202.00,3208.197924123120973514,8382,631,26891115.00,1796,21.43,143.00,-126.00
10-January-2018,3238.55,3240.55,3203.00,3205.35,3215.859568307449328770,7598,790,24434101.00,2720,35.80,37.55,-33.20
9-January-2018,3276.00,3292.95,3231.00,3240.95,3247.088717454194792671,11407,1121,37039541.00,4228,37.06,61.95,-35.05
8-January-2018,3316.00,3316.00,3266.65,3275.35,3277.817271113365457773,7886,828,25848867.00,3630,46.03,49.35,-40.65
5-January-2018,3272.70,3292.00,3247.00,3277.55,3277.500626468285043069,12770,1292,41853683.00,8064,63.15,45.00,4.85
4-January-2018,3243.00,3273.00,3221.00,3262.75,3243.430562347188264058,8180,926,26531262.00,2340,28.61,52.00,19.75
3-January-2018,3299.65,3306.40,3240.00,3247.45,3261.403759754078978481,8458,644,27584953.00,2221,26.26,66.40,-52.20
2-January-2018,3314.85,3344.50,3285.25,3294.15,3310.781363807610197161,15926,1243,52727504.00,3409,21.41,59.25,-20.70
1-January-2018,3326.60,3348.05,3285.00,3293.40,3309.122909698996655518,8372,608,27703977.00,1549,18.50,63.05,-33.20
29-December-2017,3333.00,3333.60,3289.55,3323.20,3311.655223603637038411,10778,654,35693020.00,1601,14.85,44.05,-9.80
28-December-2017,3330.00,3339.75,3285.00,3301.45,3315.846797767738506510,15052,1088,49910126.00,2324,15.44,54.75,-28.55
27-December-2017,3363.00,3379.55,3321.65,3335.45,3352.875900234708032924,2016974,1002,6762663516.00,2006125,99.46,57.90,-27.55
26-December-2017,3345.00,3381.00,3316.00,3362.90,3354.106238517453470724,12519,975,41990056.00,1928,15.40,65.00,17.90
22-December-2017,3263.50,3359.50,3260.00,3326.45,3296.606506743539586121,9713,736,32019939.00,2058,21.19,99.50,62.95
21-December-2017,3300.00,3330.00,3265.45,3285.55,3293.858989777510523150,9978,674,32866125.00,2114,21.19,64.55,-14.45
20-December-2017,3320.00,3340.70,3274.50,3301.15,3309.528444495730440803,17332,1101,57360747.00,4842,27.94,66.20,-18.85
19-December-2017,3264.70,3330.70,3227.55,3319.90,3288.681186868686868686,14256,1045,46883439.00,3797,26.63,103.15,55.20
18-December-2017,3199.00,3242.55,3094.55,3227.40,3200.538402830777770068,28826,2698,92258720.00,7397,25.66,148.00,28.40
15-December-2017,3184.00,3259.90,3168.80,3205.30,3225.309680777238029146,17292,2410,55772055.00,4739,27.41,91.10,21.30
14-December-2017,3150.00,3172.40,3133.00,3151.40,3152.604311611954924056,10205,665,32172327.00,3990,39.10,39.40,1.40
13-December-2017,3171.00,3191.95,3140.00,3149.35,3165.164168843668362436,7273,643,23020239.00,1566,21.53,51.95,-21.65
12-December-2017,3211.00,3211.00,3156.10,3168.65,3175.692676641133939437,13969,1612,44361251.00,7675,54.94,54.90,-42.35
11-December-2017,3210.00,3235.60,3180.00,3211.90,3206.873222748815165876,5908,597,18946207.00,1979,33.50,55.60,1.90
8-December-2017,3222.00,3250.00,3204.25,3215.30,3218.313969871030670857,27681,1702,89086149.00,11989,43.31,45.75,-6.70
7-December-2017,3115.00,3209.40,3106.50,3195.85,3178.150076569678407350,17631,1237,56033964.00,3393,19.24,102.90,80.85
6-December-2017,3160.00,3160.00,3102.10,3108.60,3118.618203202750384510,11053,899,34470087.00,3141,28.42,57.90,-51.40
5-December-2017,3200.20,3200.20,3148.50,3160.85,3167.749891681109185441,9232,690,29244667.00,2797,30.30,51.70,-39.35
4-December-2017,3218.80,3249.95,3183.55,3199.95,3203.241298488222196179,8533,733,27333258.00,2517,29.50,66.40,-18.85
1-December-2017,3344.00,3344.00,3202.10,3212.65,3276.804304160688665710,27880,2521,91357304.00,6908,24.78,141.90,-131.35
30-November-2017,3313.75,3371.50,3290.00,3311.70,3333.844549690627148422,26182,1902,87286718.00,5801,22.16,81.50,-2.05
29-November-2017,3300.00,3329.40,3295.00,3315.50,3316.067731541783780078,14587,1013,48371480.00,1884,12.92,34.40,15.50
28-November-2017,3270.00,3308.00,3260.55,3292.60,3290.987972299842060502,8231,480,27088122.00,1968,23.91,47.45,22.60
27-November-2017,3302.70,3302.70,3260.55,3272.35,3272.413892753933426094,9343,580,30574163.00,2930,31.36,42.15,-30.35
24-November-2017,3301.10,3327.45,3284.05,3293.10,3299.323470715835140997,11525,982,38024703.00,3132,27.18,43.40,-8.00
23-November-2017,3313.00,3331.15,3246.05,3261.85,3273.647152091718502256,8199,562,26840633.00,2170,26.47,85.10,-51.15
22-November-2017,3306.00,3344.45,3302.55,3312.20,3328.903328050713153724,11358,756,37809684.00,2381,20.96,41.90,6.20
21-November-2017,3250.00,3300.55,3250.00,3292.95,3279.128835911742328176,7886,648,25859210.00,1814,23.00,50.55,42.95
20-November-2017,3214.80,3251.05,3202.65,3242.85,3237.262542102464102109,5641,450,18261398.00,1081,19.16,48.40,28.05
17-November-2017,3219.95,3238.05,3196.05,3212.05,3219.560635538261997405,6168,609,19858250.00,1885,30.56,42.00,-7.90
16-November-2017,3231.90,3245.35,3186.60,3209.60,3212.709863744075829383,6752,529,21692217.00,864,12.80,58.75,-22.30
15-November-2017,3266.00,3279.15,3206.50,3212.35,3236.461770761839396019,7285,556,23577624.00,815,11.19,72.65,-53.65
14-November-2017,3223.00,3280.00,3200.05,3266.40,3257.320110613140078192,10487,718,34159516.00,1872,17.85,79.95,43.40
13-November-2017,3248.30,3277.00,3200.00,3211.60,3243.266022380467955239,7864,589,25505044.00,1776,22.58,77.00,-36.70
10-November-2017,3198.00,3265.00,3180.55,3248.25,3237.329463755688938724,15161,999,49081152.00,3551,23.42,84.45,50.25
9-November-2017,3190.10,3215.50,3168.00,3199.95,3200.714074621352050240,8121,862,25992999.00,2555,31.46,47.50,9.85
8-November-2017,3167.10,3209.60,3161.00,3190.10,3188.217798246917248551,6731,519,21459894.00,1661,24.68,48.60,23.00
7-November-2017,3230.00,3232.00,3150.00,3163.25,3175.637068588903451288,9156,782,29076133.00,3252,35.52,82.00,-66.75
6-November-2017,3220.00,3245.00,3201.55,3212.35,3226.914547537227949599,8730,636,28170964.00,2882,33.01,43.45,-7.65
3-November-2017,3239.70,3255.45,3211.00,3223.10,3233.432432432432432432,6364,525,20577564.00,1995,31.35,44.45,-16.60
2-November-2017,3277.00,3277.00,3214.95,3238.50,3256.344420735534078072,7967,648,25943296.00,1785,22.40,62.05,-38.50
1-November-2017,3273.00,3292.00,3231.05,3240.50,3259.829333966896333254,12627,796,41161865.00,2724,21.57,60.95,-32.50
31-October-2017,3280.00,3295.00,3211.00,3260.00,3274.487815619495008807,6812,549,22305811.00,1196,17.56,84.00,-20.00
30-October-2017,3295.00,3322.00,3265.30,3274.75,3292.546547472256473489,9732,646,32043063.00,2021,20.77,56.70,-20.25
27-October-2017,3299.00,3337.40,3269.60,3289.60,3309.358649789029535864,14694,1076,48627716.00,3320,22.59,67.80,-9.40
26-October-2017,3230.00,3300.00,3218.05,3278.90,3264.788035253271610433,11233,928,36673364.00,3476,30.94,81.95,48.90
25-October-2017,3215.45,3250.00,3215.45,3233.50,3232.138219629723560740,7886,624,25488642.00,2165,27.45,34.55,18.05
24-October-2017,3235.00,3235.00,3196.00,3214.85,3214.344514959202175883,5515,469,17727110.00,1021,18.51,39.00,-20.15
23-October-2017,3184.00,3225.00,3162.15,3215.85,3184.010048117746957260,14132,990,44996430.00,3295,23.32,62.85,31.85
19-October-2017,3249.00,3249.00,3202.00,3215.20,3225.180581613508442776,4264,346,13752170.00,2444,57.32,47.00,-33.80
18-October-2017,3263.00,3264.25,3212.10,3231.85,3240.787175160310496118,14815,901,48012262.00,4170,28.15,52.15,-31.15
17-October-2017,3230.00,3310.20,3221.00,3263.70,3272.336737091709213646,46811,3496,153181355.00,4444,9.49,89.20,33.70
16-October-2017,3169.00,3232.00,3169.00,3221.80,3208.016712517193947730,14540,1110,46644563.00,3517,24.19,63.00,52.80
13-October-2017,3140.00,3177.00,3140.00,3164.70,3163.233973961562306261,8065,636,25511482.00,1545,19.16,37.00,24.70
12-October-2017,3152.10,3170.00,3122.00,3154.10,3145.305368576588409128,12182,836,38316110.00,3988,32.74,48.00,2.00
11-October-2017,3135.00,3214.00,3107.50,3142.25,3169.134122182363334582,18677,1337,59189918.00,4083,21.86,106.50,7.25
10-October-2017,3130.00,3138.75,3110.00,3134.90,3129.882799181725196045,11732,816,36719785.00,3950,33.67,28.75,4.90
9-October-2017,3145.00,3152.00,3120.00,3128.15,3136.282518012893439514,10548,827,33081508.00,3322,31.49,32.00,-16.85
6-October-2017,3154.00,3154.00,3135.00,3146.30,3143.245035182052304343,92803,443,291702569.00,87973,94.80,19.00,-7.70
5-October-2017,3187.95,3189.90,3121.00,3130.80,3152.842358769696552673,14533,1142,45820258.00,4705,32.37,68.90,-57.15
4-October-2017,3177.00,3207.25,3132.00,3169.75,3175.101692573402417962,14475,1029,45959597.00,2599,17.96,75.25,-7.25
3-October-2017,3171.60,3208.40,3150.00,3163.80,3185.496035915560225427,31407,2253,100046874.00,8165,26.00,58.40,-7.80
29-September-2017,3066.00,3137.95,3054.45,3108.15,3102.756817219904468226,16539,1187,51316495.00,2240,13.54,83.50,42.15
28-September-2017,3025.00,3055.40,3020.65,3034.10,3032.321537522879804758,8195,585,24849875.00,1317,16.07,34.75,9.10
27-September-2017,3066.00,3066.00,3007.00,3027.80,3033.158670880015321267,10443,857,31675276.00,1093,10.47,59.00,-38.20
26-September-2017,3038.00,3054.95,3020.65,3036.40,3050.684935989989411877,51945,702,158467829.00,43700,84.13,34.30,-1.60
25-September-2017,3050.00,3181.00,3004.80,3038.60,3028.681791357943741394,15251,1017,46190426.00,1962,12.86,176.20,-11.40
22-September-2017,3070.00,3080.00,3010.00,3039.40,3039.492146029682591268,9231,697,28057552.00,2024,21.93,70.00,-30.60
21-September-2017,3088.10,3135.00,3071.40,3078.10,3093.762106025842289578,16562,1282,51238888.00,2440,14.73,63.60,-10.00
