Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-June-2018,1828.80,1829.00,1803.25,1811.80,1812.412920660768965637,200191,7852,362828755.00,102497,51.20,25.75,-17.00
21-June-2018,1830.00,1834.00,1818.00,1819.85,1823.608036370713142758,184984,6940,337338309.00,93180,50.37,16.00,-10.15
20-June-2018,1833.00,1836.60,1823.00,1826.30,1830.429297583451791578,204010,7939,373425881.00,108644,53.25,13.60,-6.70
19-June-2018,1822.65,1839.60,1822.00,1825.85,1830.897324725675954678,721683,10297,1321327474.00,567882,78.69,17.60,3.20
18-June-2018,1869.00,1870.70,1825.50,1830.70,1842.329529063586472430,522045,18725,961778919.00,287279,55.03,45.20,-38.30
15-June-2018,1801.00,1849.00,1791.00,1841.45,1821.934282045487499493,765529,21913,1394743529.00,261573,34.17,58.00,40.45
14-June-2018,1839.00,1840.00,1785.00,1792.25,1800.052804732897016730,313381,11016,564102348.00,117180,37.39,55.00,-46.75
13-June-2018,1815.00,1832.00,1800.00,1824.20,1818.652460609622072737,353957,13670,643724769.00,150466,42.51,32.00,9.20
12-June-2018,1756.00,1784.95,1753.50,1781.00,1777.008883887976658532,152861,3699,271635355.00,81891,53.57,31.45,25.00
11-June-2018,1747.00,1763.45,1742.80,1750.60,1754.686657496561210453,58160,2353,102052576.00,17988,30.93,20.65,3.60
8-June-2018,1736.00,1757.50,1736.00,1748.20,1748.526946731992077556,402906,2729,704491998.00,358186,88.90,21.50,12.20
7-June-2018,1725.40,1748.50,1725.40,1734.60,1736.940214283311467689,118908,3443,206536087.00,54478,45.82,23.10,9.20
6-June-2018,1724.70,1735.30,1716.30,1727.25,1727.473192493532733115,383083,2970,661765613.00,20663,5.39,19.00,2.55
5-June-2018,1745.00,1752.60,1713.45,1721.20,1728.826238526852656612,104701,6539,181009836.00,37823,36.12,39.15,-23.80
4-June-2018,1751.70,1752.00,1712.90,1744.55,1729.900102634279849469,242609,4871,419689334.00,157883,65.08,39.10,-7.15
1-June-2018,1758.00,1760.00,1719.00,1732.25,1743.049276969671117177,117215,4209,204311521.00,39157,33.41,41.00,-25.75
31-May-2018,1742.30,1758.70,1726.10,1744.80,1745.766127282704406528,156722,9289,273599959.00,57663,36.79,32.60,2.50
30-May-2018,3520.00,3532.50,3484.60,3517.75,3510.475551530051109529,77285,4455,271307103.00,27662,35.79,47.90,-2.25
29-May-2018,3512.00,3549.50,3491.10,3522.70,3518.337506439478620930,102881,5450,361970081.00,31461,30.58,58.40,10.70
28-May-2018,3601.10,3618.00,3488.00,3503.80,3523.004065967472260221,131580,8147,463556875.00,30550,23.22,130.00,-97.30
25-May-2018,3619.00,3674.00,3572.80,3589.45,3631.445143363878214602,84575,5461,307129473.00,23375,27.64,101.20,-29.55
24-May-2018,3500.00,3615.00,3500.00,3604.80,3577.390675191018244191,96195,6374,344127096.00,24716,25.69,115.00,104.80
23-May-2018,3528.00,3544.95,3482.80,3497.05,3512.355304650803801795,45347,2842,159274776.00,12439,27.43,62.15,-30.95
22-May-2018,3558.00,3575.00,3495.00,3508.05,3522.048566571362336759,51764,3502,182315322.00,13954,26.96,80.00,-49.95
21-May-2018,3520.00,3591.85,3510.00,3557.95,3569.892501756029033013,68336,4304,243952174.00,17777,26.01,81.85,37.95
18-May-2018,3489.85,3518.00,3462.50,3502.35,3488.093847038527889591,26085,1789,90986928.00,5939,22.77,55.50,12.50
17-May-2018,3515.85,3529.80,3475.00,3492.70,3508.651223667262226284,48134,3135,168885418.00,14492,30.11,54.80,-23.15
16-May-2018,3480.00,3509.95,3475.00,3495.55,3495.719916228928485597,29127,2294,101819834.00,6963,23.91,34.95,15.55
15-May-2018,3454.00,3494.50,3436.90,3482.45,3476.611158841663718603,39574,2911,137583410.00,8124,20.53,57.60,28.45
14-May-2018,3464.00,3479.85,3416.00,3436.75,3436.373933407531070302,301896,2716,1037427545.00,7731,2.56,63.85,-27.25
11-May-2018,3455.00,3487.50,3446.40,3460.60,3461.766435395814376706,35168,2117,121743402.00,7611,21.64,41.10,5.60
10-May-2018,3491.00,3509.45,3446.00,3452.75,3474.966936801410523931,61821,3571,214825931.00,13998,22.64,63.45,-38.25
9-May-2018,3449.00,3494.45,3443.00,3489.05,3479.368445363806157492,49793,3758,173248193.00,14775,29.67,51.45,40.05
8-May-2018,3432.00,3487.95,3398.85,3441.05,3452.779358622460062005,101282,4820,349704399.00,18283,18.05,89.10,9.05
7-May-2018,3482.25,3490.00,3420.10,3427.70,3442.211630033742234555,63422,3868,218311946.00,14047,22.15,69.90,-54.55
4-May-2018,3482.00,3504.00,3471.30,3480.85,3486.052642778108775214,46996,2419,163830530.00,11632,24.75,32.70,-1.15
3-May-2018,3502.00,3527.85,3475.00,3482.65,3500.543242050688067069,72522,4342,253866397.00,14960,20.63,52.85,-19.35
2-May-2018,3533.00,3560.00,3475.60,3497.80,3499.057897495991118786,64856,3303,226934899.00,13017,20.07,84.40,-35.20
30-April-2018,3455.00,3547.00,3438.20,3531.40,3523.082030023919561005,92393,8571,325508118.00,23578,25.52,108.80,76.40
27-April-2018,3540.00,3543.15,3449.30,3454.80,3475.704930390113162596,107456,6981,373485349.00,28156,26.20,93.85,-85.20
26-April-2018,3471.00,3560.00,3469.00,3540.35,3519.387044861521344653,150998,9408,531420405.00,21971,14.55,91.00,69.35
25-April-2018,3385.00,3481.50,3366.00,3467.90,3447.598595071485538428,221933,10387,765135899.00,28076,12.65,115.50,82.90
24-April-2018,3412.95,3443.50,3345.90,3385.65,3387.188244260752138151,195496,10185,662181753.00,33844,17.31,97.60,-27.30
23-April-2018,3429.00,3557.00,3400.00,3415.20,3480.582628861087826403,505816,24829,1760534383.00,63415,12.54,157.00,-13.80
20-April-2018,3250.20,3421.25,3245.00,3406.40,3337.054222072530134528,771955,30055,2576055692.00,221977,28.76,176.25,156.20
19-April-2018,3175.00,3215.00,3166.30,3190.65,3192.570077984168038247,102072,6361,325872013.00,27791,27.23,48.70,15.65
18-April-2018,3172.95,3189.80,3147.30,3159.50,3164.428972230174634984,52395,3866,165800256.00,12749,24.33,42.50,-13.45
17-April-2018,3190.00,3190.00,3149.30,3165.90,3166.635440034512510785,46360,2924,146805219.00,9446,20.38,40.70,-24.10
16-April-2018,3132.00,3199.00,3108.05,3184.80,3172.150607060740011708,117863,7252,373879187.00,16358,13.88,90.95,52.80
13-April-2018,3149.00,3238.00,3131.10,3151.00,3185.647080374253184533,141936,8194,452158004.00,24858,17.51,106.90,2.00
12-April-2018,3015.50,3150.00,3010.15,3137.30,3093.155626915462016218,921775,7737,2851193528.00,824729,89.47,139.85,121.80
11-April-2018,2950.00,3026.90,2947.20,3015.50,2994.064939700394786652,92455,4638,276816274.00,54313,58.75,79.70,65.50
10-April-2018,2939.00,2955.85,2925.10,2931.85,2940.478008603154489979,29989,1648,88181995.00,7709,25.71,30.75,-7.15
9-April-2018,2950.00,2963.00,2915.00,2921.15,2936.067507641968398846,23227,2348,68196040.00,9641,41.51,48.00,-28.85
6-April-2018,2941.00,2961.35,2927.00,2949.70,2945.288866883576177677,21207,1200,62460741.00,8279,39.04,34.35,8.70
5-April-2018,2915.55,2962.00,2915.55,2957.15,2951.332662498271703562,65093,2621,192111097.00,33069,50.80,46.45,41.60
4-April-2018,2923.00,2933.30,2891.95,2907.05,2915.684451178988223409,37617,1739,109679302.00,9510,25.28,41.35,-15.95
3-April-2018,2900.00,2927.15,2893.00,2908.10,2909.008192658678095571,34299,1813,99776072.00,14227,41.48,34.15,8.10
2-April-2018,2845.00,2910.00,2845.00,2902.90,2885.694425828832735443,50734,2797,146402821.00,13822,27.24,65.00,57.90
28-March-2018,2839.00,2874.00,2827.55,2849.30,2856.358494704900252263,82057,4430,234384209.00,37355,45.52,46.45,10.30
27-March-2018,2820.10,2869.00,2820.10,2841.85,2843.986958240021077591,37955,2559,107943525.00,13619,35.88,48.90,21.75
26-March-2018,2816.70,2822.90,2782.30,2813.05,2813.378499122688621946,148180,3727,416886426.00,106481,71.86,40.60,-3.65
23-March-2018,2806.70,2831.00,2800.00,2816.45,2815.946453278265358802,96850,4126,272724414.00,55819,57.63,31.00,9.75
22-March-2018,2856.00,2870.00,2825.00,2829.95,2844.495301737431890613,48635,1843,138342029.00,12465,25.63,45.00,-26.05
21-March-2018,2860.25,2882.00,2845.00,2854.60,2857.419749002626250476,99762,3253,285061909.00,50828,50.95,37.00,-5.65
20-March-2018,2827.45,2870.00,2820.70,2859.15,2851.677826605094592581,53704,2578,153146506.00,23140,43.09,49.30,31.70
19-March-2018,2840.70,2845.00,2820.05,2828.85,2829.174257140801496510,111192,3896,314581544.00,58170,52.31,24.95,-11.85
16-March-2018,2868.75,2870.00,2805.00,2825.50,2833.712872269010130599,131088,8845,371465753.00,37973,28.97,65.00,-43.25
15-March-2018,2891.15,2902.40,2857.65,2869.15,2882.835197435094249230,162813,3957,469363047.00,117836,72.38,44.75,-22.00
14-March-2018,2896.00,2925.00,2875.05,2886.10,2897.830172134288324932,135708,5956,393258737.00,42291,31.16,49.95,-9.90
13-March-2018,2928.00,2929.00,2884.10,2892.45,2901.882951555539580848,2197919,37530,6378103675.00,236501,10.76,44.90,-35.55
12-March-2018,3035.00,3080.00,3035.00,3051.85,3058.976791616850692735,71095,3179,217477955.00,23288,32.76,45.00,16.85
9-March-2018,3014.00,3059.95,2978.55,3034.50,3023.788023519114037257,105106,3286,317818264.00,15329,14.58,81.40,20.50
8-March-2018,3060.00,3060.00,2983.90,3001.50,3029.103995919659502620,56858,6649,172228795.00,25197,44.32,76.10,-58.50
7-March-2018,3055.00,3089.75,3024.25,3029.25,3039.353912968377934880,81051,2458,246342674.00,13168,16.25,65.50,-25.75
6-March-2018,3133.00,3133.00,3030.65,3049.80,3082.896813969052302825,49309,3159,152014559.00,12659,25.67,102.35,-83.20
5-March-2018,3069.00,3112.45,3036.05,3104.30,3073.101682985155439245,110815,4818,340545763.00,43259,39.04,76.40,35.30
1-March-2018,3041.00,3060.00,3021.95,3037.10,3040.390346534653465346,28280,1901,85982239.00,7201,25.46,38.05,-3.90
28-February-2018,3040.00,3062.35,3023.35,3038.25,3042.905735965976929832,101343,1667,308377196.00,77336,76.31,39.00,-1.75
27-February-2018,3049.95,3077.80,3035.00,3043.25,3054.544849385610516840,47771,1835,145918662.00,17174,35.95,42.80,-6.70
26-February-2018,3078.10,3084.75,3027.00,3035.25,3047.578131571042355061,49935,2353,152180814.00,11421,22.87,57.75,-42.85
23-February-2018,3042.00,3100.00,2996.05,3076.90,3050.580596557105730629,296669,6622,905012695.00,197348,66.52,103.95,34.90
22-February-2018,3045.00,3077.95,3022.55,3040.40,3044.356130275892534436,74703,3490,227422536.00,18198,24.36,55.40,-4.60
21-February-2018,2961.00,3060.00,2961.00,3043.05,3011.023162779533544025,124985,6873,376332730.00,59508,47.61,99.00,82.05
20-February-2018,2930.00,2983.45,2929.10,2945.05,2958.882847738632207728,41015,2076,121358580.00,8288,20.21,54.35,15.05
19-February-2018,2940.00,2952.45,2898.40,2924.55,2927.680932689549670140,83672,3809,244964919.00,24303,29.05,54.05,-15.45
16-February-2018,2925.00,2999.00,2924.00,2937.20,2973.875968584666951463,304310,17139,904980196.00,187705,61.68,75.00,12.20
15-February-2018,2929.00,2942.50,2906.60,2925.75,2925.946222362353683048,50746,2371,148480067.00,12516,24.66,35.90,-3.25
14-February-2018,2965.00,2974.00,2894.25,2910.45,2937.904869195143322067,55923,2631,164296454.00,20040,35.83,79.75,-54.55
12-February-2018,3008.00,3018.00,2956.00,2967.90,2994.467978677799625131,1196687,2910,3583440902.00,1145016,95.68,62.00,-40.10
9-February-2018,2960.00,2991.75,2900.00,2972.30,2936.608213059000693727,59101,3283,173556482.00,8819,14.92,91.75,12.30
8-February-2018,2971.00,3026.75,2957.20,2966.25,3000.032582876882564472,1271404,6634,3814253426.00,1177629,92.62,69.55,-4.75
7-February-2018,3015.00,3044.00,2950.00,2955.35,2973.153982961357374810,125949,4696,374465771.00,79520,63.14,94.00,-59.65
6-February-2018,3030.00,3077.85,2985.80,2995.35,3019.516666506297689724,519635,4876,1569046543.00,456204,87.79,92.05,-34.65
5-February-2018,3111.00,3185.90,3078.35,3106.50,3132.494017530128557158,231259,3100,724417434.00,105146,45.47,107.55,-4.50
2-February-2018,3115.00,3190.00,3105.65,3149.15,3170.669187227069956331,255102,9793,808844051.00,177778,69.69,84.35,34.15
1-February-2018,3120.00,3189.00,3091.55,3138.90,3147.295989455846356618,63732,4432,200583468.00,11413,17.91,97.45,18.90
31-January-2018,3131.00,3147.10,3101.00,3111.75,3117.628591134573042947,150788,4529,470100980.00,93666,62.12,46.10,-19.25
30-January-2018,3119.00,3199.25,3119.00,3153.70,3164.881996258143047133,44363,2781,140403660.00,10285,23.18,80.25,34.70
29-January-2018,3118.05,3224.00,3118.00,3195.10,3193.461561629395376854,79686,4189,254474178.00,25428,31.91,106.00,77.05
25-January-2018,3180.00,3181.00,3080.00,3117.85,3123.669154571094448648,87222,4549,272452671.00,31380,35.98,101.00,-62.15
24-January-2018,3100.00,3254.80,3080.00,3174.60,3184.325043156143913278,381174,13555,1213781914.00,112189,29.43,174.80,74.60
23-January-2018,3115.00,3137.75,3092.60,3103.10,3109.968031356616402323,307176,7952,955307540.00,158979,51.76,45.15,-11.90
22-January-2018,2956.00,3130.00,2924.00,3113.15,3075.876257631395165468,221945,8374,682675356.00,84756,38.19,206.00,157.15
19-January-2018,2920.00,2979.00,2903.05,2954.75,2929.034614470822596268,54717,2566,160267987.00,15522,28.37,75.95,34.75
18-January-2018,2895.00,2925.00,2866.60,2910.10,2895.052654441065931367,52949,2635,153290143.00,11725,22.14,58.40,15.10
17-January-2018,2857.10,2925.00,2857.00,2889.45,2904.220229376994298268,152936,5131,444159825.00,72566,47.45,68.00,32.35
16-January-2018,2748.20,2860.00,2748.20,2850.85,2835.189378339069452644,138886,7187,393768112.00,40878,29.43,111.80,102.65
15-January-2018,2790.00,2803.05,2736.15,2747.20,2767.780509569819681211,32498,1739,89947331.00,11100,34.16,66.90,-42.80
12-January-2018,2813.00,2813.00,2744.00,2772.90,2763.845647266888511390,85946,3770,237541478.00,16863,19.62,69.00,-40.10
11-January-2018,2807.20,2820.00,2781.90,2788.40,2795.168356680651354618,70315,3345,196542263.00,13559,19.28,38.10,-18.80
10-January-2018,2712.00,2816.00,2697.45,2807.10,2764.349605593037239355,98122,5594,271243512.00,39052,39.80,118.55,95.10
9-January-2018,2710.00,2723.30,2678.90,2708.45,2702.047921104914187232,41777,1820,112883456.00,10595,25.36,44.40,-1.55
8-January-2018,2695.00,2721.35,2681.45,2707.75,2707.338667042610932929,28373,1613,76815320.00,9380,33.06,39.90,12.75
5-January-2018,2651.00,2694.00,2651.00,2684.45,2684.159680110699605225,49142,1397,131904975.00,27307,55.57,43.00,33.45
4-January-2018,2660.00,2660.00,2640.40,2649.80,2647.683208980765281675,14609,808,38680004.00,6232,42.66,19.60,-10.20
3-January-2018,2634.00,2664.05,2630.15,2635.20,2647.549600798403193612,20040,1075,53056894.00,5316,26.53,33.90,1.20
2-January-2018,2642.95,2677.45,2622.70,2633.75,2640.004740168539325842,22784,1308,60149868.00,10830,47.53,54.75,-9.20
1-January-2018,2689.80,2692.50,2642.85,2654.65,2667.221572809617462120,36101,1426,96289366.00,10878,30.13,49.65,-35.15
29-December-2017,2615.00,2711.70,2615.00,2700.40,2673.897590747787421437,93556,5062,250159163.00,34906,37.31,96.70,85.40
28-December-2017,2603.00,2650.00,2601.20,2628.85,2631.865004192416384584,32201,2525,84748685.00,8217,25.52,48.80,25.85
27-December-2017,2636.10,2657.95,2611.05,2621.05,2631.944739638682252922,15997,862,42103220.00,5217,32.61,46.90,-15.05
26-December-2017,2675.05,2688.00,2635.00,2642.80,2657.652701626834507518,66571,2437,176922598.00,14984,22.51,53.00,-32.25
22-December-2017,2600.00,2659.90,2590.00,2639.80,2632.471988548777802246,90820,3933,239081106.00,13617,14.99,69.90,39.80
21-December-2017,2590.00,2606.90,2556.70,2594.10,2594.231600587371512481,17025,735,44166793.00,4825,28.34,50.20,4.10
20-December-2017,2570.00,2592.00,2540.00,2588.00,2563.359665386061150506,156957,2696,402337243.00,86274,54.97,52.00,18.00
19-December-2017,2570.00,2597.40,2567.50,2575.05,2585.553950304451420142,26441,1742,68364632.00,7593,28.72,29.90,5.05
18-December-2017,2533.00,2585.20,2496.90,2577.00,2549.318399600354231476,44039,2176,112269433.00,7852,17.83,88.30,44.00
15-December-2017,2560.00,2587.30,2540.35,2547.85,2559.085067770657290307,35266,2264,90248694.00,10296,29.20,46.95,-12.15
14-December-2017,2620.25,2630.00,2531.00,2558.55,2559.908920982560087464,56709,4308,145169875.00,23989,42.30,99.00,-61.70
13-December-2017,2595.10,2647.55,2595.10,2627.30,2631.375277519157774117,27926,1256,73483786.00,3658,13.10,52.45,32.20
12-December-2017,2656.05,2659.10,2605.10,2614.15,2622.617019942305280321,31892,1431,83640502.00,14128,44.30,54.00,-41.90
11-December-2017,2605.00,2667.00,2605.00,2656.00,2631.152658662092624356,16907,1019,44484898.00,5419,32.05,62.00,51.00
8-December-2017,2617.00,2644.00,2595.05,2601.00,2615.822941084544460071,19197,3084,50215953.00,7794,40.60,48.95,-16.00
7-December-2017,2631.45,2644.55,2615.05,2617.65,2623.638917733933310257,17334,1505,45478157.00,7969,45.97,29.50,-13.80
6-December-2017,2634.00,2640.00,2613.90,2631.45,2625.542716656422864167,9762,602,25630548.00,3008,30.81,26.10,-2.55
5-December-2017,2620.00,2649.00,2620.00,2633.80,2640.184354205766933970,11722,687,30948241.00,3411,29.10,29.00,13.80
4-December-2017,2627.00,2658.60,2603.70,2633.35,2629.627219272706513672,17517,1101,46063180.00,7408,42.29,54.90,6.35
1-December-2017,2637.00,2668.95,2625.00,2630.55,2650.074454956807897984,24310,1661,64423310.00,10662,43.86,43.95,-6.45
30-November-2017,2658.00,2668.55,2625.00,2634.25,2646.294652640806486960,18252,951,48300170.00,5786,31.70,43.55,-23.75
29-November-2017,2679.80,2692.30,2651.00,2658.55,2673.773675065160729800,13812,769,36930162.00,5357,38.79,41.30,-21.25
28-November-2017,2687.00,2697.50,2672.25,2684.90,2690.948478263508673958,82373,1342,221661499.00,58671,71.23,25.25,-2.10
27-November-2017,2677.00,2691.40,2665.20,2687.05,2676.860501832534536227,17735,912,47474121.00,3555,20.05,26.20,10.05
24-November-2017,2674.00,2706.00,2674.00,2688.75,2688.747508619468190620,21173,1279,56928851.00,8264,39.03,32.00,14.75
23-November-2017,2684.10,2694.25,2672.65,2682.75,2685.441061199879409104,16585,686,44538040.00,3521,21.23,21.60,-1.35
22-November-2017,2670.00,2709.40,2670.00,2683.20,2686.758102573838518076,73742,1293,198126916.00,33729,45.74,39.40,13.20
21-November-2017,2704.75,2704.75,2670.00,2676.65,2682.481586928266386086,16157,939,43340855.00,5583,34.55,34.75,-28.10
20-November-2017,2718.10,2725.65,2696.95,2704.65,2712.741433407645941705,24222,1002,65708023.00,5287,21.83,28.70,-13.45
17-November-2017,2759.00,2759.00,2706.00,2710.10,2721.854194319086806477,15068,923,41012899.00,3569,23.69,53.00,-48.90
16-November-2017,2707.00,2761.00,2690.00,2746.60,2734.020429441363574547,66179,3834,180934738.00,14013,21.17,71.00,39.60
15-November-2017,2715.00,2749.95,2702.80,2706.15,2729.162091822211378146,24591,1454,67112825.00,4323,17.58,47.15,-8.85
14-November-2017,2758.00,2758.00,2706.55,2716.75,2722.473521297355494246,29722,2044,80917358.00,8966,30.17,51.45,-41.25
13-November-2017,2703.00,2774.00,2700.00,2758.90,2754.096431328305920076,67364,3391,185526952.00,31094,46.16,74.00,55.90
10-November-2017,2717.00,2729.95,2695.50,2703.30,2705.148058252427184466,9064,597,24519462.00,2694,29.72,34.45,-13.70
9-November-2017,2750.00,2750.00,2713.55,2733.85,2730.383956162987033674,31389,1645,85704022.00,11426,36.40,36.45,-16.15
8-November-2017,2728.00,2753.10,2719.65,2730.45,2738.113824327416560426,30591,4348,83761640.00,9732,31.81,33.45,2.45
7-November-2017,2671.00,2743.60,2668.00,2708.35,2717.175674744062596945,116044,5765,315311934.00,22357,19.27,75.60,37.35
6-November-2017,2610.00,2672.95,2610.00,2667.00,2646.872389666307857911,37160,3862,98357778.00,16927,45.55,62.95,57.00
3-November-2017,2630.00,2635.00,2604.25,2612.70,2614.732883961896273188,17951,1025,46937070.00,4494,25.03,30.75,-17.30
2-November-2017,2586.50,2670.00,2586.50,2625.80,2635.128369355556654631,40438,1813,106559321.00,10419,25.77,83.50,39.30
1-November-2017,2622.00,2622.00,2581.10,2602.50,2595.116278152486885181,25353,1199,65793983.00,7526,29.68,40.90,-19.50
31-October-2017,2595.05,2634.90,2595.05,2616.30,2624.199497206703910614,35800,2043,93946342.00,14548,40.64,39.85,21.25
30-October-2017,2580.00,2618.00,2580.00,2613.00,2605.562972144911944243,42757,1644,111406056.00,9681,22.64,38.00,33.00
27-October-2017,2545.00,2590.00,2534.40,2579.20,2564.967600552914601665,29661,1202,76079504.00,8203,27.66,55.60,34.20
26-October-2017,2560.00,2566.40,2525.60,2543.00,2544.014165134547885676,23932,1542,60883347.00,6863,28.68,40.80,-17.00
25-October-2017,2582.00,2611.00,2558.75,2561.75,2586.899597172607737326,13157,820,34035838.00,3552,27.00,52.25,-20.25
24-October-2017,2610.00,2619.00,2570.45,2580.60,2586.765983690810662646,14593,719,37748676.00,4496,30.81,48.55,-29.40
23-October-2017,2581.00,2625.05,2555.00,2585.95,2593.971584818987203324,91430,2081,237166822.00,64803,70.88,70.05,4.95
19-October-2017,2589.05,2594.95,2570.85,2580.95,2581.324907641454404044,5143,370,13275754.00,2226,43.28,24.10,-8.10
18-October-2017,2590.00,2611.90,2580.00,2589.05,2590.697142502944275708,16133,955,41795717.00,7239,44.87,31.90,-0.95
17-October-2017,2586.00,2612.95,2581.10,2594.85,2601.541262914714753256,31166,1897,81079635.00,12012,38.54,31.85,8.85
16-October-2017,2556.75,2590.00,2556.00,2585.10,2578.075611684807889105,42996,1604,110846939.00,23605,54.90,34.00,28.35
13-October-2017,2549.90,2605.60,2525.00,2556.75,2563.485932437201244746,93513,4662,239719260.00,15983,17.09,80.60,6.85
12-October-2017,2501.05,2555.00,2501.05,2548.55,2520.283999636124295659,186877,2711,470983113.00,155588,83.26,53.95,47.50
11-October-2017,2460.00,2513.35,2457.70,2500.50,2501.219390803874701220,127184,1835,318115087.00,107723,84.70,55.65,40.50
10-October-2017,2460.00,2470.60,2452.10,2459.55,2459.876097858310475715,144372,1201,355137232.00,125657,87.04,18.50,-0.45
9-October-2017,2448.00,2467.00,2442.60,2452.55,2457.095459211105137103,20459,833,50269716.00,8158,39.87,24.40,4.55
6-October-2017,2428.00,2454.05,2427.60,2445.15,2444.302957699933906146,24208,1015,59171686.00,11458,47.33,26.45,17.15
5-October-2017,2442.00,2442.55,2425.00,2430.15,2435.662774749741726336,112284,1403,273485959.00,94617,84.27,17.55,-11.85
4-October-2017,2470.00,2470.00,2429.00,2442.55,2439.264466928420416792,132440,2537,323056186.00,86403,65.24,41.00,-27.45
3-October-2017,2435.00,2455.45,2428.00,2447.05,2438.637137518998900616,166457,3026,405928222.00,115039,69.11,27.45,12.05
29-September-2017,2478.45,2483.45,2420.65,2437.00,2443.028092361897571410,95364,2501,232976931.00,33743,35.38,62.80,-41.45
28-September-2017,2495.00,2511.05,2452.85,2478.45,2481.092832637923041261,107850,2873,267585862.00,69261,64.22,58.20,-16.55
27-September-2017,2490.00,2507.95,2474.10,2490.15,2492.132853254877558849,331057,1900,825038026.00,306122,92.47,33.85,0.15
26-September-2017,2508.20,2526.00,2468.00,2474.90,2484.931516995958327294,62103,2369,154321702.00,36550,58.85,58.00,-33.30
25-September-2017,2528.80,2533.00,2495.00,2508.20,2516.287775123501171231,43117,2751,108494780.00,10933,25.36,38.00,-20.60
